,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,Fuse_L,Fuse_D,Fuse_x,S_Vtail,cgx,RTG_h,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,lb
10,11,165.7023853,21.93914256,0,2.904761905,1.66579068,0.35,0,4894.766133,2175.086339,LowAcc,75,64525.63702,64525.63702,0.235368253,1.5,3.105276235,2.287529685,1.205302377,0.889042,1.205441801,2.946419904,0.578561903,4,Winglet sizing exceeded iter. lim,1,Mars,4894.766133,194.2227156,4.62989875,52.2544,4842.511733,0.18154171,0.144297367,0.099584071,4137.321088,1.058659255,489.467386,-0.199026296,0,0.004601589,15.58098635,0.27
11,12,171.0476235,23.00941373,0,3.095238095,1.688562261,0.35,0,5493.697721,2333.718329,LowAcc,75,64525.63702,64525.63702,0.22397608,1.5,3.183148621,2.346093808,1.207924571,0.889495,1.208069248,3.023051553,0.588430331,4,Winglet sizing exceeded iter. lim,1,Mars,5493.697721,200.7509039,4.785518296,52.2544,5441.443321,0.217712735,0.14838377,0.112502833,4669.060412,1.087086892,549.364068,-0.192562145,0,0.004601589,16.10469241,0.27
12,13,176.3928617,24.07439606,0,3.285714286,1.711333843,0.35,0,5797.857452,2407.536016,LowAcc,75,64525.63702,64525.63702,0.213183601,1.5,3.268687918,2.410476172,1.209233522,0.890065,1.209382351,3.107296417,0.599091617,4,Winglet sizing exceeded iter. lim,1,Mars,5797.857452,207.927656,4.956598366,52.2544,5745.603052,0.242518912,0.150972057,0.120933769,4934.807054,1.118139291,579.7797217,-0.185571366,0,0.004601589,16.68042773,0.27
13,14,181.7381,25.13476183,0,3.476190476,1.734105424,0.35,0,6277.743253,2533.195666,LowAcc,75,64525.63702,64525.63702,0.203450398,1.5,3.343275959,2.466657472,1.210032431,0.890578,1.210188943,3.180810122,0.6082422,4,Winglet sizing exceeded iter. lim,1,Mars,6277.743253,214.1902292,5.105886156,52.2544,6225.488853,0.282938492,0.154093468,0.13229612,5359.702672,1.14507315,627.7677978,-0.179560515,0,0.004601589,17.18282554,0.27
14,15,187.0833382,26.19107176,0,3.666666667,1.756877005,0.35,0,6406.852005,2558.784102,LowAcc,75,64525.63702,64525.63702,0.194413473,1.5,3.433629872,2.53476206,1.20961797,0.891337,1.209774567,3.269925549,0.61915349,4,Winglet sizing exceeded iter. lim,1,Mars,6406.852005,221.7819007,5.286857109,52.2544,6354.597605,0.295045857,0.155784834,0.138139797,5467.459738,1.177528639,640.6785374,-0.172374883,0,0.004601589,17.79184663,0.27
15,16,192.4285764,27.24379763,0,3.857142857,1.779648587,0.35,0,6722.471375,2637.874847,LowAcc,75,64525.63702,64525.63702,0.185886755,1.5,3.532216823,2.609127991,1.209136889,0.892012,1.209296901,3.367233997,0.630852423,4,Winglet sizing exceeded iter. lim,1,Mars,6722.471375,230.0715289,5.48446602,52.2544,6670.216975,0.32275795,0.158297944,0.147422977,5742.282804,1.212735785,672.2401428,-0.164642437,0,0.004601589,18.45685938,0.27
16,17,197.7738147,28.29333949,0,4.047619048,1.802420168,0.35,0,6889.738934,2675.947503,LowAcc,75,64525.63702,64525.63702,0.178225111,1.5,3.629929279,2.682887086,1.20816848,0.892711,1.208335441,3.463748393,0.642245424,4,Winglet sizing exceeded iter. lim,1,Mars,6889.738934,238.2935125,5.680462413,52.2544,6837.484534,0.351636691,0.16009973,0.154177637,5883.666525,1.247427832,688.9667231,-0.157078267,0,0.004601589,19.11644554,0.27
17,18,203.1190529,29.34003904,0,4.238095238,1.825191749,0.35,0,7371.538666,2802.877336,LowAcc,75,64525.63702,64525.63702,0.170623901,1.5,3.697973764,2.734279898,1.207360464,0.893248,1.207535877,3.530996321,0.650065656,4,Winglet sizing exceeded iter. lim,1,Mars,7371.538666,244.0223093,5.817025991,52.2544,7319.284266,0.402515144,0.162774512,0.166168474,6310.86705,1.271471808,737.1461902,-0.151863935,0,0.004601589,19.5760226,0.27
18,19,208.4642911,30.38419003,0,4.428571429,1.847963331,0.35,0,7732.951973,2896.832504,LowAcc,75,64525.63702,64525.63702,0.163802462,1.5,3.785933013,2.800746726,1.205920724,0.893959,1.206099119,3.617968726,0.660042248,4,Winglet sizing exceeded iter. lim,1,Mars,7732.951973,251.4314183,5.993645005,52.2544,7680.697573,0.436471411,0.165093581,0.17649954,6627.875069,1.302418267,773.2871414,-0.145182576,0,0.004601589,20.17039811,0.27
19,20,213.8095294,31.42604648,0,4.619047619,1.870734912,0.35,0,8272.830283,3043.0407,LowAcc,75,64525.63702,64525.63702,0.157590479,1.5,3.864899702,2.860447827,1.204478136,0.894496,1.204666247,3.696088119,0.668876468,4,Winglet sizing exceeded iter. lim,1,Mars,8272.830283,258.0863464,6.152285788,52.2544,8220.575883,0.500369018,0.167889014,0.190098827,7106.304776,1.330075854,827.2744053,-0.139236582,0,0.004601589,20.70427153,0.27
20,21,219.1547676,32.46582931,0,4.80952381,1.893506494,0.35,0,8483.928652,3094.660105,LowAcc,75,64525.63702,64525.63702,0.151602613,1.5,3.978286721,2.946217132,1.202669028,0.895201,1.202864977,3.808317977,0.681367661,4,Winglet sizing exceeded iter. lim,1,Mars,8483.928652,267.6471176,6.380196319,52.2544,8431.674252,0.542231862,0.169752516,0.198397193,7285.637864,1.369589839,848.3840206,-0.130777533,0,0.004601589,21.47125825,0.27
21,22,224.5000058,33.50373157,0,5,1.916278075,0.35,0,8927.654192,3213.718939,LowAcc,75,64525.63702,64525.63702,0.146075104,1.5,4.046644088,2.997948886,1.200715406,0.895918,1.200913945,3.876009414,0.688792214,4,Winglet sizing exceeded iter. lim,1,Mars,8927.654192,273.4136965,6.517660551,52.2544,8875.399792,0.58595609,0.171937438,0.210342297,7678.538039,1.39330202,892.7561084,-0.12571899,0,0.004601589,21.93386628,0.27
22,23,229.8452441,34.5399228,0,5.19047619,1.939049656,0.35,0,8900.237129,3198.019912,LowAcc,75,64525.63702,64525.63702,0.140877874,1.5,4.151488551,3.077326434,1.198663239,0.896635,1.198875392,3.979875604,0.700031401,4,Winglet sizing exceeded iter. lim,1,Mars,8900.237129,282.2619735,6.728586582,52.2544,8847.982729,0.63215434,0.172792512,0.214081513,7643.998911,1.429516845,890.0144309,-0.118015213,0,0.004601589,22.64369511,0.27
23,24,235.1904823,35.5745525,0,5.380952381,1.961821238,0.35,0,9352.846497,3320.252391,LowAcc,75,64525.63702,64525.63702,0.135986,1.5,4.257600083,3.157701218,1.196566804,0.897364,1.196781157,4.085046686,0.711230844,4,Winglet sizing exceeded iter. lim,1,Mars,9352.846497,291.2214132,6.942162521,52.2544,9300.592097,0.679219314,0.175236084,0.227098412,8041.349326,1.465985894,935.2748923,-0.110280353,0,0.004601589,23.36244167,0.27
24,25,240.5357205,36.60775308,0,5.571428571,1.984592819,0.35,0,9856.545772,3457.601802,LowAcc,75,64525.63702,64525.63702,0.131414563,1.5,4.321491651,3.206113485,1.194652676,0.897844,1.194879444,4.148394546,0.717892314,4,Winglet sizing exceeded iter. lim,1,Mars,9856.545772,296.6179663,7.070806044,52.2544,9804.291372,0.766317578,0.177407454,0.240520433,8488.58726,1.487858526,985.6489196,-0.10565074,0,0.004601589,23.79536538,0.27
25,26,245.8809588,37.63964223,0,5.761904762,2.0073644,0.35,0,7227.592382,2258.352464,LowAcc,75,64525.63702,64525.63702,0.032914319,1.5,3.085517974,2.27267808,18.12201768,878.2834492,18.11958063,2.926986453,0.57603244,4,Winglet too big,Tail span too big,Mars,7227.592382,192.5671956,4.590434313,52.2544,7175.337982,1.25321041,0.154298735,0.165656624,6237.551956,1.051421648,722.751713,-0.200682801,0,0.004601589,15.44817678,0.27
26,27,251.226197,38.67032493,0,5.952380952,2.030135982,0.35,0,7341.297417,2293.940124,LowAcc,75,64525.63702,64525.63702,0.032841904,1.5,3.152480656,2.323024272,18.25953968,891.715922,18.25694996,2.99286487,0.584562855,4,Winglet too big,Tail span too big,Mars,7341.297417,198.1793248,4.72421676,52.2544,7289.043017,1.336658384,0.155744588,0.171211024,6333.569955,1.075909805,734.1220971,-0.195095939,0,0.004601589,15.8983945,0.27
27,28,256.5714352,39.69989513,0,6.142857143,2.052907563,0.35,0,7497.45595,2341.390696,LowAcc,75,64525.63702,64525.63702,0.032709039,1.5,3.204497463,2.362157344,18.40466079,933.9585336,18.40199253,3.044070824,0.591108348,4,Winglet too big,Tail span too big,Mars,7497.45595,202.5415187,4.828203135,52.2544,7445.20155,1.389530025,0.157090586,0.177197861,6469.213236,1.094853714,749.7377863,-0.190807076,0,0.004601589,16.24833959,0.27
28,29,261.9166735,40.72843722,0,6.333333333,2.075679144,0.35,0,10813.60255,3707.544186,LowAcc,75,64525.63702,64525.63702,0.115760283,1.5,4.688222834,3.48421682,1.186164514,0.900751,1.186418171,4.512295102,0.755021313,4,Winglet sizing exceeded iter. lim,1,Mars,10813.60255,327.6183613,7.809796278,52.2544,10761.34815,0.97779556,0.183180482,0.276283728,9315.308989,1.612232268,1081.354044,-0.079422577,0,0.004601589,26.28228732,0.27
29,30,267.2619117,41.75602717,0,6.523809524,2.098450726,0.35,0,5023.239766,2047.645604,LowAcc,75,64525.63702,64525.63702,0.113484169,1.5,4.113553131,3.048601145,1.519422119,418.8842574,1.521209752,3.942288321,0.6959851,4,Winglet too big,1,Mars,5023.239766,279.0599431,6.652256292,52.2544,4970.985366,3.712656629,0.155849373,0.144896225,4155.2582,1.416434571,502.314503,-0.120795291,0,0.004601589,22.38682098,0.27
30,31,272.6071499,42.78273358,0,6.714285714,2.121222307,0.35,0,406.4592523,719.5830302,LowAcc,75,64525.63702,64525.63702,0.110400832,1.5,1.94959452,1.427221354,1.498286725,13.77649118,1.521298933,1.820699204,0.406888182,4,Winglet too big,1,Mars,406.4592523,98.32347667,2.343843975,52.2544,354.2048523,3.872273389,0.075954015,0.012640158,200.7508564,0.613632702,40.63874479,-0.318903546,0,0.004601589,7.887732098,0.27
31,32,277.9523882,43.80861857,0,6.904761905,2.143993888,0.35,0,410.4712443,716.4219376,LowAcc,75,64525.63702,64525.63702,0.107459001,1.5,1.944284134,1.423329477,1.50395892,14.04488581,1.527415255,1.815606651,0.405946637,4,Winglet too big,1,Mars,410.4712443,97.88964616,2.333502284,52.2544,358.2168443,4.033919179,0.075962342,0.012819015,204.6818143,0.611456142,41.03986026,-0.319666266,0,0.004601589,7.852929231,0.27
32,33,283.2976264,44.83373854,0,7.095238095,2.16676547,0.35,0,414.5718099,713.7631439,LowAcc,75,64525.63702,64525.63702,0.104717039,1.5,1.939813475,1.420053698,1.509770195,14.31326976,1.533665086,1.811320266,0.405152446,4,Winglet too big,1,Mars,414.5718099,97.52449247,2.324797717,52.2544,362.3174099,4.199128867,0.075991161,0.013004062,208.6126159,0.60962252,41.44983124,-0.320311336,0,0.004601589,7.823635774,0.27
33,34,288.6428646,45.85814478,0,7.285714286,2.189537051,0.35,0,418.6174416,710.7561764,LowAcc,75,64525.63702,64525.63702,0.102015841,1.5,1.934763768,1.416354385,1.515698582,14.58164375,1.540032237,1.806479683,0.404253696,4,Winglet too big,1,Mars,418.6174416,97.11212715,2.314967715,52.2544,366.3630416,4.367516594,0.076002581,0.013182764,212.5432715,0.607550032,41.85430997,-0.321043248,0,0.004601589,7.790554894,0.27
34,35,293.9881029,46.88188408,0,7.476190476,2.212308633,0.35,0,422.8439731,708.8022178,LowAcc,75,64525.63702,64525.63702,0.09959262,1.5,1.931469525,1.41394152,1.521743203,14.85000843,1.546504117,1.80332243,0.403666411,4,Winglet too big,1,Mars,422.8439731,96.84316331,2.30855613,52.2544,370.5895731,4.539497732,0.076059539,0.013376462,216.4737908,0.606197231,42.27687491,-0.321522623,0,0.004601589,7.768978005,0.27
35,36,299.3333411,47.9049992,0,7.666666667,2.235080214,0.35,0,427.0256204,706.5588429,LowAcc,75,64525.63702,64525.63702,0.097207176,1.5,1.927695,1.411177297,1.52789003,15.11836441,1.553077884,1.79970542,0.402992555,4,Winglet too big,1,Mars,427.0256204,96.53503315,2.301210896,52.2544,374.7712204,4.714741142,0.076101942,0.013564948,220.4041826,0.604646433,42.69495236,-0.322073754,0,0.004601589,7.744259106,0.27
36,37,304.6785794,48.9275293,0,7.857142857,2.257851795,0.35,0,431.2427212,704.5051462,LowAcc,75,64525.63702,64525.63702,0.094936531,1.5,1.924237472,1.408645619,1.534120541,15.38671222,1.559730039,1.796392698,0.402374397,4,Winglet too big,1,Mars,431.2427212,96.25282501,2.294483592,52.2544,378.9883212,4.893210295,0.076151364,0.013755619,224.3344548,0.603225155,43.11657442,-0.322580361,0,0.004601589,7.72161973,0.27
37,38,310.0238176,49.9495103,0,8.047619048,2.280623377,0.35,0,435.548317,702.9584303,LowAcc,75,64525.63702,64525.63702,0.092826183,1.5,1.921625273,1.406733162,1.540423021,15.65505537,1.566444897,1.793890233,0.401906804,4,Winglet too big,1,Mars,435.548317,96.03964199,2.289401716,52.2544,383.293917,5.074703107,0.076222328,0.01395371,228.2646441,0.602150906,43.54704414,-0.322964236,0,0.004601589,7.704517704,0.27
38,39,315.3690558,50.97097524,0,8.238095238,2.303394958,0.35,0,439.895437,701.6350587,LowAcc,75,64525.63702,64525.63702,0.090822761,1.5,1.919386477,1.405094257,1.546772411,15.92338832,1.573203221,1.791745711,0.401505661,4,Winglet too big,1,Mars,439.895437,95.85695196,2.285046735,52.2544,387.641037,5.259817828,0.076302158,0.014154981,232.1946986,0.601229901,43.98166541,-0.323294015,0,0.004601589,7.689861896,0.27
39,40,320.7142941,51.99195453,0,8.428571429,2.326166539,0.35,0,444.2071855,700.0797153,LowAcc,75,64525.63702,64525.63702,0.08884961,1.5,1.916762541,1.403173616,1.553164835,16.19171749,1.580002969,1.789232537,0.401035049,4,Winglet too big,1,Mars,444.2071855,95.64285664,2.279943111,52.2544,391.9527855,5.448073262,0.076370127,0.014352068,236.1246832,0.600150085,44.41275027,-0.323681444,0,0.004601589,7.672686684,0.27
40,41,326.0595323,53.01247622,0,8.619047619,2.348938121,0.35,0,448.5947063,698.9508182,LowAcc,75,64525.63702,64525.63702,0.087006672,1.5,1.914851774,1.401775133,1.559585489,16.46004329,1.586825181,1.78740261,0.400692032,4,Winglet too big,1,Mars,448.5947063,95.48696668,2.276226992,52.2544,396.3403063,5.639904357,0.076456398,0.014555871,240.0546035,0.599363505,44.85141077,-0.3239642,0,0.004601589,7.660180839,0.27
41,42,331.4047705,54.03256626,0,8.80952381,2.371709702,0.35,0,452.9729103,697.7447035,LowAcc,75,64525.63702,64525.63702,0.085211309,1.5,1.912812595,1.400282797,1.566027977,16.72836306,1.593666578,1.785449875,0.400325671,4,Winglet too big,1,Mars,452.9729103,95.32061474,2.272261479,52.2544,400.7185103,5.835068009,0.076537919,0.014758116,243.9844357,0.598523827,45.28913979,-0.324266545,0,0.004601589,7.646835709,0.27
42,43,336.7500088,55.05224863,0,9,2.394481283,0.35,0,457.4026074,696.8231095,LowAcc,75,64525.63702,64525.63702,0.083515226,1.5,1.911248255,1.399138054,1.572470667,16.99667714,1.600503264,1.783951969,0.400044416,4,Winglet too big,1,Mars,457.4026074,95.19300934,2.26921961,52.2544,405.1482074,6.033599379,0.076631353,0.014964983,247.9141846,0.59787951,45.73201704,-0.324498899,0,0.004601589,7.636598915,0.27
43,44,342.095247,56.07154557,0,9.19047619,2.417252865,0.35,0,461.8018833,695.6962423,LowAcc,75,64525.63702,64525.63702,0.081841818,1.5,1.909342364,1.39774348,1.578915526,17.26498885,1.607342053,1.782127158,0.399701511,4,Winglet too big,1,Mars,461.8018833,95.03755516,2.265513879,52.2544,409.5474833,6.235753614,0.076714208,0.015168152,251.843884,0.597094322,46.17185281,-0.324782471,0,0.004601589,7.624128029,0.27
44,45,347.4404852,57.09047773,0,9.380952381,2.440024446,0.35,0,466.2957512,695.1132493,LowAcc,75,64525.63702,64525.63702,0.080298407,1.5,1.908345144,1.397013844,1.585370424,17.53329547,1.614180728,1.781172423,0.399521987,4,Winglet too big,1,Mars,466.2957512,94.95622207,2.263575054,52.2544,414.0413512,6.440740356,0.076821098,0.015380697,255.7735089,0.596683402,46.6211458,-0.324931058,0,0.004601589,7.617603304,0.27
45,46,352.7857235,58.10906429,0,9.571428571,2.462796028,0.35,0,153.4950858,501.6431435,LowAcc,75,64525.63702,64525.63702,0.06178839,1.321592688,0.766285288,0.54516528,1.621001897,17.80159427,1.621001897,0.6665214,0,4,Winglet too big,1,Mars,153.4950858,0,0,52.2544,101.2406858,0,0,0.024366334,85.87309425,0,15.34322518,0,0,0,0,0.27
46,47,358.1309617,59.12732313,0,9.761904762,2.485567609,0.35,0,154.9504717,495.3525631,LowAcc,75,64525.63702,64525.63702,0.060036847,1.314211269,0.766285288,0.54516528,1.627811495,18.0698945,1.627811495,0.6665214,0,4,Winglet too big,1,Mars,154.9504717,0,0,52.2544,102.6960717,0,0,0.024709671,87.18269878,0,15.48866323,0,0,0,0,0.27
47,48,363.4761999,60.14527088,0,9.952380952,2.50833919,0.35,0,479.9005116,693.9623313,LowAcc,75,64525.63702,64525.63702,0.076022262,1.5,1.906354439,1.395557403,1.604679403,18.33819639,1.63461762,1.779266657,0.399163394,4,Winglet too big,1,Mars,479.9005116,94.79387139,2.259704923,52.2544,427.6461116,7.076126673,0.077163463,0.016029519,267.5620622,0.595862929,47.98133788,-0.325228115,0,0.004601589,7.604579164,0.27
48,49,368.8214382,61.16292307,0,10.14285714,2.531110772,0.35,0,484.501395,693.9270619,LowAcc,75,64525.63702,64525.63702,0.074726662,1.5,1.906273315,1.395498053,1.611107762,18.60648815,1.641412174,1.779188998,0.399148775,4,Winglet too big,1,Mars,484.501395,94.78725565,2.259547217,52.2544,432.246995,7.294623343,0.077291857,0.016252518,271.4914549,0.595829488,48.44133019,-0.325240233,0,0.004601589,7.604048434,0.27
49,50,374.1666764,62.18029422,0,10.33333333,2.553882353,0.35,0,489.064031,693.6415782,LowAcc,75,64525.63702,64525.63702,0.073434328,1.5,1.905774828,1.395133371,1.617541998,18.874779,1.648212405,1.778711809,0.399058932,4,Winglet too big,1,Mars,489.064031,94.74660429,2.258578166,52.2544,436.809631,7.516553486,0.077407696,0.016471129,275.4208196,0.595623997,48.89749856,-0.325314717,0,0.004601589,7.60078729,0.27
50,51,379.5119146,63.1973979,0,10.52380952,2.576653934,0.35,0,493.6790871,693.646555,LowAcc,75,64525.63702,64525.63702,0.072216706,1.5,1.905761673,1.395123747,1.623965462,19.14306612,1.6549952,1.778699216,0.399056561,4,Winglet too big,1,Mars,493.6790871,94.74553151,2.258552593,52.2544,441.4246871,7.741729297,0.077536154,0.016695436,279.3501295,0.595618574,49.35890783,-0.325316683,0,0.004601589,7.600701229,0.27
51,52,384.8571529,64.21424682,0,10.71428571,2.599425516,0.35,0,498.278809,693.5356832,LowAcc,75,64525.63702,64525.63702,0.071017621,1.5,1.905557119,1.394974103,1.630407086,19.41135269,1.661794537,1.778503404,0.399019688,4,Winglet too big,1,Mars,498.278809,94.72885048,2.258154949,52.2544,446.024409,7.970474888,0.077658386,0.016917873,283.2794168,0.595534246,49.81878402,-0.325347258,0,0.004601589,7.599363039,0.27
52,53,390.2023911,65.2308529,0,10.9047619,2.622197097,0.35,0,502.8414646,693.1816453,LowAcc,75,64525.63702,64525.63702,0.069819931,1.5,1.904947179,1.3945279,1.636860606,19.67963587,1.668604653,1.777919544,0.398909724,4,Winglet too big,1,Mars,502.8414646,94.6791119,2.256969276,52.2544,450.5870646,8.202651632,0.077768401,0.017135884,287.2086544,0.595282782,50.27495435,-0.325438465,0,0.004601589,7.595372898,0.27
53,54,395.5476293,66.2472273,0,11.0952381,2.644968678,0.35,0,507.5799774,693.3396056,LowAcc,75,64525.63702,64525.63702,0.068716207,1.5,1.906049429,1.395334263,1.643324405,19.94791282,1.675410472,1.778974677,0.399108426,4,Winglet too big,1,Mars,507.5799774,94.76899779,2.259111984,52.2544,455.3255774,8.437997045,0.077925437,0.017374154,291.1378154,0.595737198,50.74870672,-0.325273682,0,0.004601589,7.602583748,0.27
54,55,400.8928676,67.26338055,0,11.28571429,2.66774026,0.35,0,512.3014019,693.8771322,LowAcc,75,64525.63702,64525.63702,0.067692537,1.5,1.906945614,1.395989905,1.64980866,20.21618968,1.68223388,1.77983259,0.399269915,4,Winglet too big,1,Mars,512.3014019,94.84208277,2.260854191,52.2544,460.0470019,8.676652115,0.07807588,0.017610593,295.0669606,0.596106607,51.22075062,-0.325139837,0,0.004601589,7.60844679,0.27
55,56,406.2381058,68.2793225,0,11.47619048,2.690511841,0.35,0,516.9509976,693.9639094,LowAcc,75,64525.63702,64525.63702,0.066639914,1.5,1.907089546,1.396095208,1.656329001,20.4844606,1.689094729,1.77997038,0.399295845,4,Winglet too big,1,Mars,516.9509976,94.85382093,2.261134006,52.2544,464.6965976,8.918915532,0.078204475,0.017838594,298.9960333,0.596165932,51.68561314,-0.325118352,0,0.004601589,7.609388452,0.27
56,57,411.583344,69.29506245,0,11.66666667,2.713283422,0.35,0,521.6284529,694.1950496,LowAcc,75,64525.63702,64525.63702,0.065632121,1.5,1.907474409,1.39637678,1.662877175,20.75273171,1.695977247,1.78033882,0.399365174,4,Winglet too big,1,Mars,521.6284529,94.88520806,2.261882215,52.2544,469.3740529,9.164427057,0.078338999,0.018069889,302.925094,0.596324556,52.15326104,-0.325060918,0,0.004601589,7.611906399,0.27
57,58,416.9285823,70.31060917,0,11.85714286,2.736055004,0.35,0,526.3463723,694.6428158,LowAcc,75,64525.63702,64525.63702,0.064676126,1.5,1.908220777,1.396922851,1.669457356,21.02100012,1.702886112,1.781053358,0.399499593,4,Winglet too big,1,Mars,526.3463723,94.94607903,2.263333263,52.2544,474.0919723,9.413627579,0.078482862,0.018306059,306.8541153,0.596632151,52.62495451,-0.324949599,0,0.004601589,7.616789606,0.27
58,59,422.2738205,71.32597089,0,12.04761905,2.758826585,0.35,0,531.0608233,695.0507903,LowAcc,75,64525.63702,64525.63702,0.063739484,1.5,1.908900801,1.397420398,1.676072952,21.28926294,1.709825558,1.781704403,0.399622028,4,Winglet too big,1,Mars,531.0608233,95.00154097,2.26465537,52.2544,478.8064233,9.665785649,0.078624078,0.018541935,310.7830695,0.596912377,53.0963012,-0.324848246,0,0.004601589,7.621238888,0.27
