Case,Planform,Span,Wing_AR,Wing_dhl,Power,L/D,Fuse_L,Fuse_D,PropulsionN,Tail_type,Winglet,Wing_folding,Season,Mass,Sensor_Swath_width,t_mission,Aeroshell_Diameter
7036,1.267270244,3.918873249,11.85841509,2.331923613,384.7305363,19.89785769,2.595989628,0.70200751,3.642637875,V-tail,no,yes,winter,175.201364,10,0.085759123,2.955472743
7037,0.870245012,3.929495444,9.53587367,2.62798813,300.1191176,22.55317659,2.527265207,0.722066805,3.800186893,V-tail,yes,no,summer,166.0053109,10,0.080532998,2.703818416
7038,0.844463197,3.780643107,9.939087083,2.19766574,468.8776246,18.57289355,2.643087653,0.70340966,2.640786472,V-tail,no,yes,spring,172.0491567,10,0.029975202,2.475569912
7039,0.95399472,2.099994744,12.28070537,2.38523045,269.5019554,21.30098396,2.547471002,0.771937828,2.143255332,Conventional,yes,yes,fall,164.0805276,10,0.088728897,2.683533375
7040,1.184555399,3.679010243,12.00051808,2.173130946,337.4009099,18.47997192,2.505481622,0.775869348,3.278260751,Conventional,no,no,spring,172.8241728,10,0.028650425,3.458495351
7041,1.032104823,3.440676094,13.5474231,1.803214911,230.14049,22.86266701,2.537464232,0.734203453,3.47516801,V-tail,no,yes,summer,153.3198804,10,0.025254533,2.627355522
7042,0.998031495,3.14090883,13.53520164,2.547177376,307.870566,22.85887952,2.554355873,0.785180067,4.559899954,V-tail,yes,yes,winter,178.1818356,10,0.008842281,2.939666513
7043,0.954586735,3.259849088,11.69666721,2.161987629,237.4434736,16.62457591,2.60047181,0.726021635,2.24216198,Conventional,no,no,summer,151.2438087,10,0.087861911,2.597366
7044,1.029835868,3.548905597,12.09698624,1.942924882,444.9948247,18.07622448,2.548525134,0.725003909,5.230909097,V-tail,yes,no,spring,155.5804418,10,0.087377989,3.253733707
7045,1.058999887,2.565105405,16.51002414,2.155710635,324.7798178,21.23532519,2.544074022,0.773890776,5.479519782,Conventional,yes,no,fall,171.0298927,10,0.089681427,3.230481612
7046,0.870339826,3.846687074,16.74939301,2.336222797,475.8773006,22.28721115,2.494236664,0.712073753,4.251430336,Conventional,no,no,fall,130.2458912,10,0.007265795,2.193516762
7047,0.822841907,4.004903297,11.6310379,2.278730897,415.8368534,21.18716697,2.526102361,0.765337854,5.283092197,Conventional,yes,no,fall,165.5787893,10,0.008536556,2.857100364
7048,1.01139734,3.657327072,10.21634183,1.483696916,309.5467776,22.61078507,2.509616421,0.772010776,1.130366681,Conventional,yes,no,spring,173.3459417,10,0.079889867,3.223916763
7049,0.450407812,2.679090775,9.402078003,2.367645532,273.221306,18.52718267,2.622862726,0.779130295,4.571380297,V-tail,yes,yes,winter,168.4441784,10,0.029805046,3.232746456
7050,0.744231355,2.883556682,12.48595682,1.971755326,281.604036,21.4385478,2.459633488,0.765751565,4.625026977,V-tail,no,yes,spring,163.1979356,10,0.009401675,2.744937151
7051,0.883814295,2.04220788,14.59426629,1.636645319,390.9747415,17.41638235,2.399063347,0.774767806,2.204071366,V-tail,no,yes,summer,138.5160082,10,0.006776432,3.588016458
7052,0.49467781,4.369424871,10.57829286,2.3554377,487.8934566,24.89187362,2.526160915,0.771154241,4.832105152,V-tail,yes,yes,winter,152.4694297,10,0.031485715,2.718204355
7053,0.958208856,4.015628624,8.973079053,2.218940201,266.1573751,20.67309161,2.392054533,0.764377975,3.709964602,Conventional,no,yes,summer,167.4734927,10,0.083470296,2.801095177
7054,0.973930607,4.071609275,13.35765451,2.067519219,355.8017954,16.87347076,2.514276498,0.74842325,2.263521242,V-tail,no,no,fall,166.5630007,10,0.08198255,3.168206462
7055,0.874673577,3.605825334,10.20885225,1.602099559,359.7459534,18.51464765,2.539892471,0.752813573,3.739478141,V-tail,yes,no,fall,172.2572362,10,0.097097331,2.801720828
7056,0.891006284,3.183018268,14.36849785,2.030247208,316.34887,21.33422265,2.492514094,0.733986459,3.701412727,Conventional,yes,no,fall,163.3285028,10,0.022291874,3.270843224
7057,1.267075436,3.562492017,14.01567503,2.009685456,434.3131631,18.59800647,2.312667139,0.758030784,4.493130339,Conventional,no,no,spring,112.5237997,10,0.02792837,2.609245623
7058,0.772679784,2.837353659,14.34796033,1.878017956,368.0310366,19.46686517,2.435951448,0.742308928,2.715658896,V-tail,no,no,winter,151.9265334,10,0.085666359,3.374923971
7059,0.799094213,3.492027817,13.10436219,1.978190438,336.032623,21.24885566,2.411243099,0.747958876,2.620651157,Conventional,yes,no,winter,156.2842187,10,0.024642229,2.967996099
7060,0.811818328,2.464772075,13.19306169,2.171928137,345.1510869,20.57971298,2.564713081,0.714546816,4.430522486,Conventional,yes,no,fall,165.8221986,10,0.034578846,2.845030665
7061,1.047690053,3.816668259,10.34676059,2.187062077,460.8392592,18.24678344,2.609012158,0.78691889,4.196468436,V-tail,no,no,fall,169.4747935,10,0.008728121,3.6717315
7062,0.735778519,3.444427118,11.90316713,3.089811417,348.4622499,20.73619639,2.447669901,0.752019301,3.000305841,V-tail,no,no,fall,159.5914163,10,0.029021631,2.490291195
7063,1.076643291,2.558112594,12.4076891,2.581292264,312.1145248,23.60606053,2.595460928,0.7446515,1.765417769,V-tail,no,yes,summer,166.8063147,10,0.010387131,2.650579847
7064,0.916916853,3.697917955,9.541967764,1.988407487,388.0014504,22.46755057,2.488388058,0.73097402,2.643500806,V-tail,yes,no,spring,158.0752408,10,0.007933356,3.350741062
7065,1.318236939,3.185650331,13.14757001,2.208166408,421.3854766,21.44479289,2.48472795,0.785616608,4.555552801,Conventional,yes,yes,summer,154.5553874,10,0.022291874,3.556283089
7066,1.052890809,2.939111028,14.23939619,1.784520032,267.7330781,23.12250992,2.485501349,0.788768845,4.341775169,Conventional,yes,yes,winter,170.0563678,10,0.035953209,2.794347729
7067,0.951547298,3.049193183,11.75768109,2.620586051,338.4810097,16.68666292,2.649798903,0.701481237,2.064300801,V-tail,no,no,winter,176.084038,10,0.006444403,2.86171542
7068,0.472874431,2.695563749,12.47347323,2.052384295,262.3442545,19.74319011,2.468108442,0.731776645,4.780117092,Conventional,no,no,spring,155.5266759,10,0.008254268,3.659963512
7069,0.968297228,3.782672453,10.59062024,2.240862236,458.6716132,21.58686707,2.487931313,0.720802216,4.098254011,Conventional,yes,no,spring,138.9662898,10,0.008133184,3.094476181
7070,0.477505382,3.745811242,7.572754961,2.406274692,331.1537415,22.14436052,2.526381879,0.72484502,5.737973999,V-tail,yes,yes,summer,169.6382281,10,0.030038701,3.134883328
7071,0.678451867,1.851774131,9.851323559,1.791169654,354.0521188,22.17205801,2.637267271,0.743822782,3.038880649,Conventional,no,no,spring,170.1763527,10,0.079889867,3.384460226
7072,1.01688197,3.467112502,13.85199123,1.694564793,382.9826439,24.37334666,2.537715582,0.749740873,2.682068787,Conventional,no,yes,fall,170.9846027,10,0.00836787,2.506278605
7073,0.763604194,3.632678601,10.56972061,2.314722249,382.302956,20.12570895,2.647538224,0.673786109,5.01364536,Conventional,yes,yes,summer,178.7035228,10,0.008728121,2.657064974
7074,1.20952389,3.069250231,10.98515041,2.021646233,342.5827679,23.3311341,2.527748533,0.777012948,1.671287408,V-tail,yes,yes,spring,173.0195248,10,0.029010263,3.598130413
7075,0.967077204,2.997348925,8.886566657,1.931206698,366.6708156,19.98544301,2.603329431,0.754324513,3.143287115,V-tail,yes,yes,fall,178.2229254,10,0.031508793,2.872815764
7076,0.869775399,4.114469282,10.33914345,1.943039875,421.1837113,20.50775668,2.454543412,0.759427099,3.393320488,V-tail,yes,yes,spring,151.0031508,10,0.009307533,3.094906946
7077,0.733050142,3.471826881,13.67133059,1.855429472,301.3454577,21.02021374,2.694730966,0.727676645,4.006586912,V-tail,yes,no,winter,176.1503318,10,0.006957514,2.819664276
7078,1.228974075,4.636714496,15.06453694,2.328234387,388.2035839,19.68954498,2.469442823,0.742810383,2.333125387,Conventional,yes,no,spring,159.8832636,10,0.009283655,3.198757044
7079,1.120263976,3.673014262,12.00279035,2.15009653,442.7706,21.65656127,2.509620318,0.763205328,3.345327404,V-tail,no,no,summer,149.8127907,10,0.008303339,2.911255326
7080,1.143091905,3.459430567,12.3327829,2.167591302,272.6446966,20.02711694,2.765062406,0.732227157,1.74555724,V-tail,no,yes,summer,172.8251879,10,0.009275765,2.800973806
7081,1.234480877,2.383078928,11.91830784,1.941815631,470.3825578,23.83863811,2.520939424,0.778863767,4.424224684,Conventional,yes,yes,summer,137.1014467,10,0.008963188,3.136235419
7082,0.999590334,3.208542629,11.69560773,2.37314674,439.2584003,21.191042,2.448722321,0.780691237,1.344858112,V-tail,yes,yes,fall,140.9749561,10,0.094197283,2.939078748
7083,0.472418032,3.092220656,11.7659586,2.318437801,491.7373479,20.58577083,2.558751974,0.731446118,4.250230382,V-tail,no,no,spring,137.1915167,10,0.081369561,3.31381899
7084,1.014857919,3.022367242,14.17554663,2.049101041,415.1094763,17.48247177,2.559104257,0.75044368,4.244273856,V-tail,yes,yes,fall,165.0311234,10,0.03536873,2.708185157
7085,0.939514914,3.204001065,10.65770103,1.958973352,333.508642,20.27444354,2.470200223,0.733104942,3.20549766,V-tail,yes,no,winter,161.7810206,10,0.022826736,3.190865842
7086,0.546195729,2.675045958,12.59517886,2.197164287,340.4107579,18.45825613,2.462803138,0.762415505,1.920750495,V-tail,no,no,winter,161.7182891,10,0.008795799,2.691776676
7087,1.132091361,4.159493859,14.49430137,2.136976581,358.2906597,21.5717265,2.380465767,0.777705908,3.281545809,Conventional,yes,yes,summer,163.1106894,10,0.088324164,2.527465384
7088,0.747104578,3.210194662,16.75608999,2.1356738,452.4828866,21.61359396,2.579717709,0.719830414,4.049553088,V-tail,no,yes,fall,158.0103794,10,0.08814616,2.896782289
7089,0.820134048,3.536033278,11.80842209,2.411762204,371.3316958,22.43193637,2.452668567,0.790279279,5.969826708,Conventional,yes,yes,fall,168.2139594,10,0.101735913,2.887431431
7090,1.137494231,3.743330923,13.94409486,2.424887554,385.7027857,20.45782976,2.411552527,0.740775852,2.052750547,Conventional,no,no,winter,148.8645639,10,0.094197283,3.683645187
7091,0.980337823,3.678125778,11.65604381,1.996879066,309.9532426,20.97644373,2.444149022,0.771123261,3.865430464,V-tail,yes,yes,summer,168.3994879,10,0.025048072,2.955384988
7092,1.109565537,2.732559558,13.13208685,2.587908584,327.5649193,19.51923037,2.57231875,0.74289077,3.554632728,Conventional,no,yes,spring,171.5226318,10,0.008342274,3.278537507
7093,0.982544634,2.909124166,11.03046985,2.049685576,326.7413527,24.52090836,2.667039258,0.69980672,2.802976081,Conventional,yes,yes,summer,171.5886246,10,0.030022453,2.865357112
7094,1.300118683,3.926453092,13.33674209,1.670261269,323.7209017,17.56218004,2.561423335,0.772242177,4.393286013,V-tail,yes,no,winter,176.658086,10,0.091284954,2.884652335
7095,0.894428257,3.786046199,18.66306243,2.003218785,440.8466145,19.60400338,2.546455325,0.743482987,1.747618458,V-tail,yes,yes,winter,159.3988618,10,0.096420227,3.294644516
7096,0.987566638,3.751433885,12.33426868,2.374564851,334.1132799,19.73273443,2.492895003,0.683633035,3.423874786,V-tail,no,yes,spring,157.5337139,10,0.029850209,3.149242909
7097,0.697045223,2.478799364,11.49562271,2.226627154,428.8383293,19.95890397,2.337342329,0.756107473,3.297103283,Conventional,no,no,spring,114.9047618,10,0.009233863,3.119081222
7098,0.965724897,4.347180316,12.70697944,2.977716119,205.3308582,22.03779651,2.477656679,0.784840294,4.393905551,Conventional,no,no,spring,167.7504474,10,0.084469748,3.551622831
7099,0.846828212,3.84094475,14.0498557,2.21243803,421.250752,18.96480224,2.440881242,0.757157234,3.118053799,V-tail,yes,no,winter,143.703136,10,0.033675939,3.082838813
7100,0.759420551,3.042866754,12.35529888,2.26490938,382.2775736,17.1880613,2.342516134,0.673671735,3.722243435,Conventional,yes,yes,fall,120.3762253,10,0.028642674,3.573691761
7101,0.938208357,3.892044919,12.49129312,2.474944377,393.1672154,19.45321989,2.564078934,0.790822069,2.724106702,V-tail,no,yes,winter,177.3343751,10,0.009882692,3.023709175
7102,1.056871159,3.769967604,8.925350438,2.181931345,275.3394231,21.83047087,2.584121918,0.762042576,1.824237088,V-tail,no,yes,winter,177.3105584,10,0.078448156,3.002707476
7103,0.51898986,3.807478461,13.35534828,1.705466405,315.9321703,20.31148642,2.509846035,0.783740639,2.749813814,Conventional,yes,yes,spring,178.1410551,10,0.008990285,3.720925223
7104,0.852354499,3.764720055,16.79865245,2.271649144,306.7566787,17.25275201,2.370319665,0.724638328,3.358354788,Conventional,no,no,winter,147.5596877,10,0.090802956,2.871964451
7105,0.778441367,3.000599454,11.72366978,2.363204243,390.5372917,22.69294298,2.503489695,0.76814621,4.293829343,V-tail,no,yes,winter,161.1406855,10,0.008022843,2.968156727
7106,0.874263252,3.31288657,12.75146181,1.776299022,251.3688885,21.00926597,2.667775192,0.704307774,2.50033661,Conventional,no,no,fall,154.6309027,10,0.008867044,3.164796107
7107,0.484860937,3.881260694,13.89175196,2.349348194,200.8749719,20.25729774,2.389922332,0.774725337,2.953684404,V-tail,yes,no,fall,166.1597807,10,0.072516736,2.698018185
7108,1.051007087,3.151525347,8.467607571,2.040080517,383.6496063,18.88197194,2.523028375,0.744486657,4.026523475,V-tail,yes,no,winter,161.2827359,10,0.086557916,2.89148157
7109,1.189161317,2.018235083,10.47264479,2.068392544,222.819583,21.03570825,2.626148827,0.690302407,4.707799842,Conventional,yes,no,winter,136.6130399,10,0.029805046,3.230898693
7110,0.758796501,3.518261052,12.12782817,2.339173255,426.53298,20.71798934,2.606585456,0.746777515,3.883617676,V-tail,no,no,fall,173.9866737,10,0.029794304,2.644372883
7111,0.596388649,3.749589853,13.03438955,2.31225577,339.6655906,23.13920045,2.469072024,0.735603057,3.470530445,Conventional,no,yes,winter,165.223042,10,0.008867044,2.683874665
7112,0.946743788,2.353703874,11.70358424,1.977235623,408.5188441,20.454956,2.381687611,0.73268057,3.015975967,V-tail,yes,no,winter,128.4695355,10,0.029466425,3.536341364
7113,0.692202985,3.667237126,11.26825876,2.188628184,315.052103,19.04043815,2.565265485,0.712273811,2.808495987,Conventional,no,no,summer,164.7001114,10,0.008871556,2.930838058
7114,0.8023896,3.17918604,13.02440249,2.265183992,230.8735524,18.91815747,2.60761851,0.779005684,2.863894303,V-tail,no,yes,spring,160.8720486,10,0.030352976,3.277105462
7115,0.881136965,3.542357978,11.35389817,2.791247007,277.7497441,26.97583775,2.473949486,0.75768138,3.988998078,Conventional,no,yes,spring,171.0564629,10,0.009051899,2.931001697
7116,0.444619841,2.624042429,9.502731091,1.899488471,492.0216585,25.98862105,2.507580674,0.741146532,2.873255938,Conventional,yes,yes,spring,123.83784,10,0.02914208,3.099842902
7117,0.988891864,3.419776839,11.34605135,2.789555518,366.5750163,18.18366,2.377787374,0.718961729,2.548928193,Conventional,yes,yes,spring,143.5468185,10,0.082679039,3.615265935
7118,0.519456422,3.921999329,12.23461996,2.362798892,359.195368,22.86516217,2.532308186,0.773923194,3.691255932,Conventional,no,no,summer,170.4528463,10,0.007627512,3.211459424
7119,1.289130544,3.035953459,11.5905186,2.185711364,323.5051206,22.37574158,2.443281606,0.748353031,2.567594845,V-tail,yes,no,spring,158.9299172,10,0.009675392,2.788549695
7120,1.087376407,2.609569095,10.19457072,2.083820171,259.1793905,18.74788083,2.752909576,0.729316646,3.122754541,Conventional,no,no,spring,161.8863563,10,0.087441395,2.905458962
7121,0.896944949,3.049665894,11.49515575,1.798939356,304.6733151,21.25370318,2.36266874,0.770728844,5.378491518,V-tail,no,yes,winter,159.5048175,10,0.028222685,2.915676425
7122,1.036119173,3.394323625,14.21453897,2.098896928,339.7959451,20.67940475,2.564580025,0.715235693,1.54472231,Conventional,no,yes,winter,166.6712774,10,0.009109421,3.240514195
7123,0.983104182,3.815586257,11.09810418,2.472779685,400.3114828,18.09598292,2.596338169,0.771846308,3.575223812,V-tail,no,yes,fall,178.6883139,10,0.095002117,3.585574704
7124,0.892606855,3.341210564,15.5618759,2.730861331,319.8821718,18.8993245,2.526846469,0.742594249,2.803191333,V-tail,no,yes,fall,166.9488583,10,0.031485715,3.172018949
7125,0.938524119,4.14189973,11.46597573,2.613207325,308.6498241,23.53987696,2.547527159,0.737573449,4.094252545,Conventional,yes,yes,summer,176.9014098,10,0.030752112,3.12037532
7126,0.802026379,3.223209347,10.55679373,2.074259915,347.3190965,20.74305112,2.542055951,0.700942231,3.079031023,V-tail,no,yes,summer,162.8691838,10,0.030832636,2.815912284
7127,1.111556888,2.840280456,16.70511756,2.05173711,346.4558025,21.75033751,2.451614422,0.772059192,3.700869518,Conventional,yes,no,summer,160.1784147,10,0.009882692,2.263981452
7128,0.953588389,3.997223142,10.62647163,1.972093461,334.9235576,19.09714423,2.558772354,0.742331569,3.005174429,V-tail,no,no,fall,174.6925706,10,0.092790295,2.6902104
7129,0.858462446,3.519698747,15.5549733,2.052747943,390.6570286,25.0611488,2.42097035,0.755931719,3.853267842,V-tail,yes,yes,winter,154.3493609,10,0.025845308,3.072038624
7130,1.083975036,3.11055414,15.71197111,1.920030372,313.9111669,21.31060816,2.419840401,0.765515264,4.176608088,V-tail,yes,no,summer,159.3404723,10,0.009374753,2.754066286
7131,0.95479481,3.495766295,11.78159267,2.254450505,269.8134993,17.96226798,2.483100733,0.717595009,4.145795797,V-tail,no,no,summer,155.8830453,10,0.008963188,3.116324911
7132,1.169295207,3.784685663,12.73911031,2.126540013,302.3135413,22.18809285,2.540954624,0.742048076,4.472511378,V-tail,no,yes,summer,169.7119162,10,0.101735913,2.722879991
7133,0.79327077,3.784332117,9.977455587,2.408180103,435.4582385,20.50530375,2.612582143,0.750884747,3.811157337,Conventional,yes,yes,winter,176.0245269,10,0.030300752,2.268523488
7134,0.608222112,3.321539195,11.16320552,2.055782184,406.22629,22.28224926,2.2750994,0.744455036,3.69709575,V-tail,no,no,spring,116.6297536,10,0.105262389,2.712133568
7135,0.859134366,2.491780103,12.39968588,1.665215681,437.5203631,19.57544743,2.574375901,0.720402894,2.741536368,Conventional,yes,no,spring,158.2642014,10,0.087436183,2.876063364
7136,0.205151143,3.883074235,14.14922436,2.300405537,300.0950923,20.70107838,2.460504704,0.709349973,3.213935252,Conventional,no,yes,winter,159.87546,10,0.008371072,3.140033226
7137,0.579930025,4.362500261,11.24473965,2.228973319,318.5413433,19.8100721,2.519791827,0.676006126,2.643269047,V-tail,no,yes,winter,161.3334971,10,0.0336702,3.116967957
7138,0.747799613,4.028435115,9.590867354,2.073395189,398.1433422,25.6505243,2.415989104,0.765065464,3.629634105,Conventional,no,yes,winter,156.417034,10,0.009402549,2.715955775
7139,0.643975572,4.057550905,11.09619543,2.426746218,310.0876581,22.58632767,2.448049748,0.738255006,2.933729192,Conventional,yes,yes,fall,168.5242964,10,0.028904839,2.996399931
7140,0.742541841,3.282196152,15.756302,2.121298761,315.7460239,23.07879325,2.437812186,0.704099807,5.265712797,V-tail,no,no,summer,150.744264,10,0.023256452,3.021550946
7141,0.937530247,4.232195032,9.130009233,2.104394061,403.591649,21.64669817,2.515672699,0.75715086,2.60062092,Conventional,no,yes,winter,170.3149901,10,0.086018497,3.574373924
7142,0.416758395,3.166949043,12.08125945,2.611739789,366.5401379,22.15969953,2.487714077,0.75538919,2.628550953,Conventional,yes,yes,spring,165.7061119,10,0.010000044,2.995912929
7143,0.569465216,3.543022854,9.860983574,2.099988248,249.1513541,18.05419028,2.4296252,0.736175978,4.186200194,Conventional,yes,yes,summer,157.0060624,10,0.087449387,3.6087317
7144,1.131944312,3.112414854,10.95578496,1.897830569,406.3654538,19.94481225,2.383340377,0.743169844,3.730295774,Conventional,no,yes,winter,136.2407029,10,0.087666803,3.305637238
7145,0.949799605,2.913675777,9.565001657,2.34377001,339.8505169,13.29931899,2.324797118,0.673295272,3.442127244,Conventional,yes,yes,fall,129.7799418,10,0.094924448,3.03606726
7146,0.798899896,3.212490185,11.10963126,2.278473248,354.0838553,17.00902396,2.581657671,0.763475328,4.150017764,Conventional,yes,yes,summer,175.8298224,10,0.02914208,2.540892207
7147,0.987794331,2.797764395,13.94970839,2.223827243,388.2008646,18.18376539,2.518064311,0.741195985,4.679295911,Conventional,yes,no,spring,158.7015164,10,0.007508939,3.4420971
7148,1.262014706,2.631580359,15.26361467,2.556872341,292.529122,19.06469963,2.471488029,0.751849115,5.156272691,Conventional,no,no,spring,161.9283533,10,0.089379114,2.940891906
7149,0.959309759,3.746428431,12.32836928,2.67164311,432.0039007,18.37291877,2.625222227,0.722974413,4.859671064,Conventional,yes,no,summer,173.0510381,10,0.083944157,3.043376806
7150,0.824830713,4.12659132,12.07347924,1.885325392,356.3397297,17.57304792,2.47838922,0.735519442,2.999180121,V-tail,no,no,fall,162.2902796,10,0.030227702,2.974882903
7151,1.072778428,2.976140674,9.070676622,2.201935677,343.6781723,19.69424265,2.586531611,0.737617715,3.985178901,V-tail,no,no,spring,172.257683,10,0.022510191,2.649253389
7152,1.230783961,2.978572656,11.47926117,2.034060372,504.7006784,23.58085353,2.580164316,0.740813467,3.387224872,V-tail,no,no,winter,144.3423614,10,0.024247495,2.465062113
7153,0.375816697,3.347740944,10.3169744,2.326651027,405.6146215,18.4317974,2.599535613,0.762885262,4.864723213,Conventional,no,yes,spring,174.7071084,10,0.087666803,3.160493815
7154,0.968986362,4.288004414,13.10220013,2.122680508,396.0585367,20.96756458,2.407850816,0.727618347,3.542118452,V-tail,no,no,fall,145.332367,10,0.029877921,2.900588666
7155,0.594951092,2.471491082,10.7523196,2.22477058,360.9247061,22.81922916,2.62296216,0.717966802,1.070291109,Conventional,yes,no,spring,173.1091629,10,0.009859666,2.51827487
7156,0.688019103,4.269465898,10.64700378,1.831534906,290.9626108,14.74600081,2.502322993,0.715695616,3.102917172,V-tail,yes,yes,spring,161.1379797,10,0.029850209,2.944731263
7157,1.084493243,4.057554798,11.66875829,2.263411564,366.9206999,20.45049233,2.570445936,0.760508778,3.115022417,Conventional,yes,no,summer,178.5558971,10,0.008964513,2.599140334
7158,0.792280702,4.670005845,13.26173738,2.418194278,386.4997701,17.02684801,2.450567403,0.721267602,2.603134382,Conventional,no,no,fall,149.8742835,10,0.089379114,2.830247447
7159,1.086162376,1.820487969,10.74370206,2.177450466,375.7055581,20.1925571,2.274719169,0.727575396,3.504489664,Conventional,yes,no,spring,117.6358026,10,0.008928935,3.192215747
7160,0.894079576,2.884223357,11.00829316,1.860040365,327.8468275,21.84261868,2.593181392,0.702496946,2.344578456,Conventional,yes,no,spring,166.9133239,10,0.029764983,3.339622574
7161,1.334889366,2.526445041,8.410180886,2.077455895,387.071015,24.81530372,2.559465053,0.750120788,2.955109487,Conventional,no,yes,spring,167.4772691,10,0.030807477,3.326001162
7162,0.572243748,3.692931401,13.44180029,2.409613151,302.4109925,21.15985267,2.64605772,0.753046704,3.882145597,Conventional,yes,no,spring,179.283115,10,0.022982366,2.917068006
7163,0.681260345,2.488057012,12.16640063,2.192760075,355.7664505,22.04766781,2.404174554,0.7040597,3.423961063,Conventional,yes,no,summer,137.0261091,10,0.089379114,2.719387389
7164,0.889356044,3.700828787,12.93131114,2.026091263,280.1141204,21.58951265,2.506846761,0.740564914,1.570068927,V-tail,yes,no,spring,167.8546044,10,0.029297509,3.100241867
7165,1.181076757,3.847708913,14.1081374,2.631699206,246.0647982,23.53613156,2.594763281,0.731196779,5.529864874,Conventional,yes,no,spring,161.8331141,10,0.089040048,2.371607436
7166,0.979851018,3.946990969,12.37234368,2.371515172,429.8546756,21.16387019,2.507886213,0.731596402,3.245488965,Conventional,yes,yes,summer,153.7256322,10,0.026450582,2.593024784
7167,0.965989243,2.307419449,16.39259856,1.640957516,368.6213723,19.52426196,2.543404776,0.770029821,3.656365384,Conventional,yes,no,winter,169.5619368,10,0.02715102,3.361479813
7168,1.0037568,3.629704645,8.953773565,2.584306731,291.0495126,23.55772107,2.466914874,0.7540988,3.155824859,V-tail,no,yes,winter,167.9342534,10,0.009604577,3.564409876
7169,0.717543498,3.31589625,14.37259729,2.235529719,185.2850833,19.86839516,2.617403785,0.773196132,5.738306739,Conventional,yes,yes,fall,141.5796837,10,0.025719256,3.098276533
7170,0.777517675,3.42518014,11.67827011,2.401378361,348.7609567,21.95426182,2.562072912,0.742830917,4.437769321,Conventional,yes,yes,spring,175.4273712,10,0.087692751,2.859651752
7171,0.680290785,3.363858766,11.03717781,2.526056753,344.4758645,22.90597647,2.498388007,0.717512215,4.387045227,Conventional,yes,yes,spring,160.6246851,10,0.009012814,2.665130788
7172,1.022331487,3.378325474,11.39205603,2.142214256,328.9451197,21.75685607,2.490788774,0.713904943,3.870776716,Conventional,no,yes,spring,160.7851369,10,0.009138777,3.267657961
7173,1.28670798,2.826769861,10.02180451,2.45923348,208.6402511,19.99145913,2.846896919,0.728807974,3.340948314,Conventional,yes,yes,fall,135.6702625,10,0.010429496,3.094761518
7174,0.737023022,3.932551083,13.03868017,2.046561894,375.1491832,16.62503327,2.572290609,0.749512902,3.43145191,V-tail,no,no,winter,172.3061943,10,0.089409877,2.721112359
7175,0.880524026,3.765324722,11.32196297,2.505948808,343.283673,21.38506895,2.435055899,0.756865056,3.156938422,Conventional,no,yes,winter,163.8072107,10,0.08432154,3.043301261
7176,1.072418954,3.174623636,13.67636142,2.539023431,318.0285131,18.69194226,2.541129703,0.729630276,3.102460059,Conventional,yes,yes,fall,168.3666167,10,0.095460385,2.737137396
7177,0.918639268,3.800173336,11.28932358,2.296488126,296.3850848,18.67184706,2.341713134,0.718482187,1.923877626,Conventional,no,no,summer,147.9714162,10,0.0336702,2.793170029
7178,0.693535283,2.706058639,10.50761722,1.783022223,399.913957,18.85553292,2.59374906,0.750153067,3.560055986,Conventional,no,yes,spring,170.5165425,10,0.009025057,2.906623109
7179,0.769039711,4.086564077,10.77633329,2.298048275,417.1480785,22.50078481,2.482246341,0.761108755,0.779154266,Conventional,no,yes,summer,158.0156004,10,0.030972219,3.019992388
7180,0.526162424,3.415646256,10.66160934,2.241059697,456.4009536,18.40391574,2.401411052,0.731122741,1.639050219,V-tail,yes,no,spring,116.3689183,10,0.094924448,2.960713842
7181,1.17413866,4.137620547,10.93325767,1.858882526,475.0143989,20.83589947,2.616296062,0.746179848,1.630278767,V-tail,no,no,winter,170.3101266,10,0.029010263,3.666595284
7182,0.645416611,2.80527492,8.429993667,1.904933833,356.6360772,17.88236789,2.537866835,0.727585715,2.987186074,Conventional,no,yes,winter,163.6286458,10,0.008596455,3.292825075
7183,0.844317949,3.519621,12.56451851,2.628287979,472.6678188,21.60084483,2.536590752,0.763456822,2.865597824,V-tail,yes,yes,winter,144.3276952,10,0.08060509,3.608811722
7184,0.987081523,2.584700783,10.94978328,2.225182489,248.9880204,21.74807306,2.511765932,0.761625384,4.589573857,V-tail,yes,yes,spring,160.0873256,10,0.033675939,2.897528542
7185,0.868827414,4.875515345,11.37686306,2.118880917,348.4943994,20.00738585,2.484248797,0.755866211,1.568974141,V-tail,yes,yes,winter,174.0365974,10,0.006961647,3.635978091
7186,1.190570628,3.017922263,11.33993017,2.503902205,432.046459,21.34273219,2.615279078,0.719231423,4.205660618,V-tail,no,no,fall,170.8755222,10,0.02702765,2.864561448
7187,0.989163195,3.966096783,11.75114983,2.630671674,350.7915185,18.48372705,2.477671122,0.725824463,3.618724822,Conventional,no,yes,summer,161.3112086,10,0.030807477,3.150466975
7188,1.019773344,3.115404794,13.74528619,2.40667558,279.6726936,23.59762767,2.669263168,0.725649443,1.253666457,Conventional,no,yes,fall,168.0971097,10,0.086919875,2.992554645
7189,0.836870112,2.426568869,10.99763642,1.828103982,283.1544534,21.50142499,2.51283754,0.745284393,4.924641261,Conventional,yes,yes,spring,160.665836,10,0.009275765,2.806510677
