Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season
388,0.577840397,2.690973894,0,12.53173114,1.693945412,0.35,0,145.686676,261.3492267,LowAcc,4625645.165,14.65778502,0.033140412,0.594210975,17.9301023,1.730701815,2.363981237,0.709194371,0.124988194,0.176353664,0.152717358,0.124087397,1.762309696,2,0,1,0.252510609,3,1,1,Titan,145.686676,60.94816797,0,52.2544,93.43227599,4.930713724,7.059725039,0.077845759,0.861033745,0.273734093,14.56236912,4.704102974,0,0.014583564,0,V-tail,no,no,0,summer
390,0.781501992,2.916582475,0,10.88474939,2.54334391,0.35,0,151.431515,281.4428476,LowAcc,4603165.174,14.58655023,0.026637221,0.461154472,17.31240901,1.040950831,2.401826642,0.720547993,0.107562914,0.178631174,0.150652804,0.108242674,1.792022314,2,0,3,0.26227923,3,1,1,Titan,151.431515,64.49266066,0,52.2544,99.17711502,6.273276551,7.332256557,0.084768492,0.87215352,0.28980468,15.13641562,4.68119537,0,0.014583564,0,V-tail,yes,no,0,fall
392,0.935394194,3.352390089,0,12.01474136,1.953532895,0.35,0,144.7396112,236.264943,LowAcc,4332574.496,13.72910011,0.021921933,0.415694251,18.96248168,0.834974958,2.348828826,0.704648648,0.056132671,0.07530216,0.148560095,0.059507077,1.750413461,2,0,1,0.248491849,3,1,1,Titan,144.7396112,59.25911688,0,52.2544,92.48521124,6.600884302,6.706710619,0.083193785,0.367657237,0.267219257,14.46775676,4.718088834,0,0.014583564,0,V-tail,yes,yes,0,fall
393,0.977305262,3.201242463,0,10.48592871,2.213120377,0.35,0,151.7035306,275.6795269,LowAcc,4561885.949,14.45574426,0.020766019,0.376140389,18.11326397,0.577540208,2.397634318,0.719290295,0.049605242,0.065094365,0.150020719,0.054190949,1.788730899,2,0,4,0.261215104,3,1,1,Titan,151.7035306,64.2803896,0,52.2544,99.44913064,7.319925595,7.294186548,0.087638983,0.317818434,0.288038006,15.16359974,4.682950163,0,0.014583564,0,V-tail,yes,yes,0,summer
394,1.049339909,3.969135433,0,15.01328211,1.495281522,0.35,0,136.4975971,203.9527496,LowAcc,3854720.632,12.21487259,0.020698411,0.441465087,21.3284529,1.035168161,2.287224355,0.686167306,0.078163776,0.127349665,0.229083635,0.080721408,1.702047479,2,0,5,0.231435469,3,1,1,Titan,136.4975971,51.85001253,0,52.2544,84.24319705,6.963444096,6.018413801,0.081135072,0.621775339,0.240203102,13.64420099,4.809428561,0,0.014583564,0,V-tail,yes,yes,0,winter
395,1.078153768,3.469584867,0,11.16540099,2.025934846,0.35,0,156.2643163,275.0831969,LowAcc,4505892.362,14.27831128,0.019309156,0.359990342,18.64350465,0.516542316,2.431622912,0.729486874,0.056868949,0.079656458,0.150066474,0.060941536,1.815415516,2,0,5,0.269721405,3,1,1,Titan,156.2643163,68.48823801,0,52.2544,104.0099163,7.026921147,7.401365783,0.094481196,0.388916776,0.302269296,15.61933964,4.673800868,0,0.014583564,0,V-tail,no,no,0,winter
396,0.603379954,3.095893624,0,15.88477918,2.011807636,0.35,0,144.6686462,238.0753744,LowAcc,4315425.733,13.67475896,0.033352326,0.64924649,19.46630297,2.04659051,2.357990122,0.707397037,0.132009567,0.189922401,-0.33224474,0.130540038,1.757606041,2,0,4,0.250929324,3,1,1,Titan,144.6686462,60.28033371,0,52.2544,92.41424621,4.956858821,6.712852883,0.081225503,0.927282102,0.271163918,14.46066554,4.709280169,0,0.014583564,0,V-tail,no,no,0,winter
397,0.939323356,3.11846178,0,10.35298847,2.209588575,0.35,0,148.5691527,268.037522,LowAcc,4609375.727,14.60623028,0.020979676,0.375407261,17.89385438,0.616279436,2.376747663,0.713024299,0.094692784,0.166953316,0.150033173,0.096942765,1.772332681,2,0,2,0.255847558,3,1,1,Titan,148.5691527,61.72600813,0,52.2544,96.31475271,6.702129307,7.148552028,0.08421474,0.81513724,0.279186506,14.8504002,4.694540994,0,0.014583564,0,V-tail,no,no,0,fall
398,0.953730286,3.311457971,0,11.49775157,2.053306315,0.35,0,151.0280023,260.6948719,LowAcc,4419918.491,14.00587653,0.022027405,0.408767866,18.55724133,0.782067558,2.401343626,0.720403088,0.061545388,0.08863119,0.148539971,0.064687281,1.791643096,2,0,4,0.262156848,3,1,1,Titan,151.0280023,64.43937549,0,52.2544,98.77360227,6.605196511,7.125972614,0.088640595,0.432735242,0.2896013,15.09610879,4.681388163,0,0.014583564,0,V-tail,yes,yes,0,winter
401,0.998915656,3.620545155,0,13.12257661,2.639585528,0.35,0,145.6055086,238.0728442,LowAcc,4213425.442,13.35153954,0.021112767,0.414048984,19.61130832,0.862446407,2.352267208,0.705680163,0.09288676,0.168525981,0.160025257,0.094681205,1.753112952,2,0,6,0.249409465,3,1,1,Titan,145.6055086,59.64239603,0,52.2544,93.35110863,6.601078699,6.646385011,0.086205922,0.822815661,0.268701828,14.55428803,4.714653884,0,0.014583564,0,V-tail,no,no,0,summer
402,1.01987119,3.514457119,0,12.11075375,2.748188454,0.35,0,145.7523603,234.1540543,LowAcc,4293860.604,13.60642319,0.020393706,0.390883874,19.1668881,0.721446907,2.356586034,0.70697581,0.095328925,0.175982391,0.162533705,0.097280078,1.756503684,2,0,1,0.250557288,3,1,1,Titan,145.7523603,59.7343461,0,52.2544,93.49796027,6.51932424,6.734840098,0.085569498,0.859221032,0.270560492,14.56895588,4.710559367,0,0.014583564,0,V-tail,no,no,0,spring
404,1.380699289,3.253085488,0,7.664641589,2.326138057,0.35,0,161.0760046,299.2379281,LowAcc,4910582.671,15.56069749,0.013303211,0.243971478,18.33929268,-0.155940842,2.46410824,0.739232472,0.075076856,0.160689002,0.137953431,0.08061636,1.840919911,2,0,2,0.277607982,3,1,1,Titan,161.0760046,72.10940278,0,52.2544,108.8216046,6.730617328,7.995205473,0.096460577,0.78455219,0.31568521,16.10011227,4.674985182,0,0.014583564,0,V-tail,no,no,0,spring
405,0.617132023,3.028864431,0,14.86557074,2.140718427,0.35,0,140.205342,244.3054701,LowAcc,4388895.229,13.90756974,0.033027708,0.594770494,18.00822774,1.685497081,2.325201278,0.697560383,0.074209644,0.098264191,0.19376108,0.075062877,1.731863353,2,0,1,0.242092213,3,1,1,Titan,140.205342,56.25852551,0,52.2544,87.95094196,5.477473352,6.625938351,0.076902432,0.479767658,0.256961846,14.01466432,4.746124922,0,0.014583564,0,V-tail,no,yes,0,fall
407,0.552955701,2.899631206,0,15.20530689,2.707572726,0.35,0,140.4998121,239.114509,LowAcc,4325755.88,13.70749322,0.035549472,0.684754278,19.26200973,2.224280677,2.328449391,0.698534817,0.091078146,0.127887925,0.152269372,0.090966997,1.734413463,2,0,3,0.242981973,3,1,1,Titan,140.4998121,56.61824977,0,52.2544,88.2454121,5.283083702,6.584867936,0.075958159,0.624403353,0.258379322,14.04409359,4.741792698,0,0.014583564,0,V-tail,yes,no,0,winter
408,0.653804207,2.784579935,0,11.85964442,2.606033404,0.35,0,150.591933,278.4542766,LowAcc,4695521.466,14.87920965,0.029021448,0.526816903,18.15267446,1.422008014,2.39707244,0.719121732,0.071956731,0.133170107,0.150455313,0.073306623,1.788289766,2,0,4,0.261072155,3,1,1,Titan,150.591933,64.63687003,0,52.2544,98.33753302,5.567086283,7.36258092,0.082702582,0.650193216,0.287800977,15.05251602,4.68319943,0,0.014583564,0,V-tail,no,yes,0,fall
410,0.871872732,3.404309043,0,13.29244468,2.051540414,0.35,0,136.2058711,220.1650511,LowAcc,4226639.099,13.39341109,0.022412747,0.440986978,19.67572176,1.001779501,2.28598811,0.685796433,0.082221218,0.145551994,0.097823529,0.084260496,1.701076897,2,0,1,0.231080306,3,1,1,Titan,136.2058711,51.71363293,0,52.2544,83.95147114,6.507400649,6.262160403,0.076448858,0.710646865,0.239651554,13.61503277,4.811913546,0,0.014583564,0,V-tail,no,yes,0,fall
411,1.3970708,3.611087308,0,9.333780039,2.357924279,0.35,0,149.3719369,263.2658981,LowAcc,4369713.294,13.84678586,0.015646369,0.282369689,18.04697931,0.094859019,2.370085985,0.711025796,0.079279559,0.154094258,0.150144775,0.085030903,1.767102564,2,0,5,0.254111764,3,1,1,Titan,149.3719369,61.62866894,0,52.2544,97.11753694,7.792967619,6.933771011,0.088924146,0.752353839,0.27634546,14.93063661,4.699285751,0,0.014583564,0,V-tail,yes,yes,0,fall
414,0.439009985,2.395463586,0,13.07087763,2.04712566,0.35,0,153.072477,293.299716,LowAcc,4762460.891,15.09132789,0.046151005,0.775234749,16.79778685,2.581623964,2.425397302,0.727619191,0.062711901,0.082735196,0.153680587,0.063209042,1.810527759,2,0,1,0.26818351,3,1,1,Titan,153.072477,67.79426448,0,52.2544,100.818077,4.625432602,7.624477343,0.080682122,0.403948487,0.299677936,15.30037131,4.674639103,0,0.014583564,0,V-tail,yes,yes,0,summer
415,1.109587069,3.639979716,0,11.94088567,2.06125287,0.35,0,138.4082217,223.6440484,LowAcc,4117485.804,13.04752517,0.018503444,0.371030529,20.05197122,0.548646794,2.293398781,0.688019634,0.065755328,0.126719217,0.150080735,0.070513557,1.706895053,2,0,4,0.233201236,3,1,1,Titan,138.4082217,52.53116039,0,52.2544,86.15382173,7.821546064,6.21254947,0.079778557,0.618697222,0.242951942,13.83511202,4.7974425,0,0.014583564,0,V-tail,yes,yes,0,fall
416,0.523486981,2.806193636,0,15.04282438,1.694828363,0.35,0,144.8634574,259.6838507,LowAcc,4446652.441,14.0905913,0.038024842,0.705764735,18.56062222,2.333671039,2.364723145,0.709416943,0.109802555,0.178361955,0.163258985,0.109005714,1.762892171,2,0,4,0.252705738,3,1,1,Titan,144.8634574,60.39949228,0,52.2544,92.60905739,4.871334949,6.916398502,0.078746551,0.870839078,0.274051855,14.4801175,4.703493122,0,0.014583564,0,V-tail,no,yes,0,summer
417,1.318487548,4.056447584,0,12.48003216,2.709338627,0.35,0,138.7119165,205.292166,LowAcc,3876685.64,12.2844755,0.017294907,0.353012377,20.41134847,0.400002763,2.294603064,0.688380919,0.097838989,0.197551731,0.139637481,0.101172107,1.707840541,2,0,2,0.233544081,3,1,1,Titan,138.7119165,52.86981351,0,52.2544,86.45751645,7.543437633,6.07774542,0.083263042,0.964531743,0.243486958,13.8654687,4.795185886,0,0.014583564,0,V-tail,yes,yes,0,fall
419,1.393796497,4.041577073,0,11.71931862,2.173387599,0.35,0,140.4361867,212.6223416,LowAcc,4029669.812,12.76925309,0.015760145,0.312906151,19.85426847,0.123201646,2.302717069,0.690815121,0.086602759,0.190476775,0.144804443,0.091257278,1.714210887,2,0,1,0.235841055,3,1,1,Titan,140.4361867,54.11900343,0,52.2544,88.18178675,7.739214982,6.229069901,0.084431759,0.929988792,0.247082252,14.03776003,4.780652045,0,0.014583564,0,V-tail,no,no,0,winter
420,0.662972254,2.677185569,0,10.81089371,1.943820438,0.35,0,152.6003864,285.2360457,LowAcc,4738084.155,15.01408268,0.029490117,0.517044716,17.53281346,1.286297652,2.409165411,0.722749623,0.116084635,0.180591561,0.15096268,0.115915079,1.797784019,2,0,2,0.264131688,3,1,1,Titan,152.6003864,65.98488295,0,52.2544,100.3459864,5.663121056,7.494004632,0.083011916,0.881724965,0.292889477,15.25320612,4.678561699,0,0.014583564,0,V-tail,yes,no,0,winter
421,0.648565324,2.875162073,0,12.74591262,2.16014334,0.35,0,140.9401819,245.5288161,LowAcc,4408036.765,13.96822561,0.029618049,0.563980451,19.04178241,1.560775881,2.330475558,0.699142667,0.125207862,0.190369555,0.153240283,0.124429499,1.736004217,2,0,6,0.243535357,3,1,1,Titan,140.9401819,56.62138098,0,52.2544,88.6857819,5.304409645,6.653405603,0.076010926,0.929465298,0.259262328,14.08809361,4.739169947,0,0.014583564,0,V-tail,yes,yes,0,winter
423,0.761856179,3.345203303,0,14.6883171,2.450634095,0.35,0,135.0854857,217.1009004,LowAcc,4105350.062,13.00906933,0.025311427,0.530528438,20.9600366,1.467111357,2.276938263,0.683081479,0.092900936,0.148188486,0.150515436,0.093666458,1.693971816,2,0,3,0.228463543,3,1,1,Titan,135.0854857,51.24541986,0,52.2544,82.8310857,6.118491101,6.088800346,0.074975851,0.723519343,0.235601843,13.49869529,4.830998504,0,0.014583564,0,V-tail,yes,no,0,winter
426,0.782811713,2.953483054,0,11.14324429,2.577778984,0.35,0,149.1641239,272.7114738,LowAcc,4618732.905,14.63588139,0.025607205,0.450437702,17.59027224,0.998061042,2.384514688,0.715354406,0.052745319,0.070669645,0.150181227,0.055839005,1.778430612,2,0,2,0.257856612,3,1,1,Titan,149.1641239,62.82740783,0,52.2544,96.90972394,6.544916761,7.212563223,0.083213693,0.345039323,0.282487892,14.90984974,4.689661912,0,0.014583564,0,V-tail,yes,no,0,spring
427,0.896757428,3.275354502,0,11.96304238,2.072731229,0.35,0,145.3476889,247.503916,LowAcc,4411175.059,13.97817026,0.022637918,0.420047037,18.55502072,0.88779724,2.349571169,0.704871351,0.092709255,0.161216816,0.1507618,0.094485254,1.750996278,2,0,1,0.248690248,3,1,1,Titan,145.3476889,59.34186647,0,52.2544,93.09328886,6.522363259,6.831165222,0.082796486,0.787129202,0.267539555,14.52851116,4.717333934,0,0.014583564,0,V-tail,no,no,0,summer
428,0.621061185,2.782389223,0,12.46526103,1.876716191,0.35,0,151.276951,281.9742516,LowAcc,4633615.43,14.68304126,0.031504431,0.572099761,18.15934294,1.628530228,2.403369955,0.721010987,0.11927937,0.172810899,0.153040872,0.118705474,1.793233977,2,0,6,0.262669879,3,1,1,Titan,151.276951,65.338859,0,52.2544,99.02255098,5.28688246,7.363157196,0.083314173,0.843736457,0.290454222,15.12096831,4.680595604,0,0.014583564,0,V-tail,no,no,0,spring
429,1.389212474,3.977300348,0,11.38696805,2.640468478,0.35,0,145.3525043,238.1322826,LowAcc,4108013.852,13.01751037,0.016245173,0.312653583,19.24593787,0.399951238,2.344091999,0.7032276,0.090797754,0.197924594,0.13697104,0.095095582,1.746694554,2,0,6,0.247222134,3,1,1,Titan,145.3525043,58.12351397,0,52.2544,93.09810426,7.837815291,6.549908246,0.088665144,0.966352219,0.26517268,14.52901251,4.723080632,0,0.014583564,0,V-tail,no,yes,0,spring
430,0.782156852,2.923737567,0,10.92906281,2.126591217,0.35,0,149.6655001,271.3169651,LowAcc,4673723.834,14.81013713,0.024805346,0.441748535,17.80860182,0.929042374,2.388407233,0.71652217,0.071540591,0.157142624,0.137091068,0.073737931,1.781486668,2,0,1,0.258857611,3,1,1,Titan,149.6655001,63.25850206,0,52.2544,97.41110013,6.070061196,7.28582598,0.083333055,0.767237262,0.284138015,14.95994535,4.687473647,0,0.014583564,0,V-tail,no,yes,0,summer
431,0.502531447,2.67972411,0,14.28949641,1.524418892,0.35,0,146.2079979,265.7118019,LowAcc,4512499.292,14.29924738,0.039469703,0.720521521,18.25505303,2.351574381,2.37742554,0.713227662,0.079053807,0.097681211,0.150951604,0.079235089,1.772864886,2,0,4,0.256023529,3,1,1,Titan,146.2079979,61.80078991,0,52.2544,93.95359788,4.939383405,7.055264053,0.078629163,0.476921301,0.27947511,14.61446389,4.694087491,0,0.014583564,0,V-tail,yes,no,0,summer
432,1.275921619,3.468670642,0,9.42979243,2.176036451,0.35,0,153.8958049,282.4812271,LowAcc,4471197.367,14.16836948,0.017439118,0.304248515,17.4463248,0.260444903,2.413161624,0.723948487,0.075733732,0.149869913,0.150044107,0.080611184,1.800921466,2,0,5,0.265134973,3,1,1,Titan,153.8958049,65.74310854,0,52.2544,101.6414049,7.374122248,7.331035788,0.092238913,0.731728786,0.29456513,15.38266509,4.677356805,0,0.014583564,0,V-tail,yes,yes,0,spring
433,1.24710776,3.673085902,0,10.81827928,2.418847872,0.35,0,140.7970972,235.3495745,LowAcc,4234073.285,13.41696861,0.017127564,0.317575026,18.54175071,0.43107216,2.315391468,0.69461744,0.09275274,0.188733197,0.150078599,0.096454743,1.724161622,2,0,2,0.239384921,3,1,1,Titan,140.7970972,55.17210193,0,52.2544,88.54269719,6.825403077,6.440118268,0.082348308,0.921475903,0.252666098,14.07380969,4.760190345,0,0.014583564,0,V-tail,no,no,0,spring
434,0.425912776,2.563299184,0,15.42687394,2.136303673,0.35,0,147.7440164,273.7148305,LowAcc,4527321.822,14.34621715,0.048484619,0.8534535,17.60256184,3.021537572,2.387114049,0.716134215,0.080422657,0.094402176,0.152316185,0.08021157,1.780471383,2,0,5,0.258525488,3,1,1,Titan,147.7440164,63.52680051,0,52.2544,95.48961643,4.520406586,7.148712302,0.078481904,0.460911655,0.283590134,14.76794787,4.688181907,0,0.014583564,0,V-tail,yes,yes,0,summer
435,1.305390339,3.500244797,0,9.385479022,2.44445344,0.35,0,155.0556398,287.5409475,LowAcc,4545052.202,14.40240133,0.016306821,0.289963135,17.7817088,0.214168075,2.421934561,0.726580368,0.081646229,0.162831235,0.150785331,0.086418553,1.807809143,2,0,6,0.26732429,3,1,1,Titan,155.0556398,66.71091785,0,52.2544,102.8012398,7.274090962,7.44095688,0.093627329,0.795011484,0.298233678,15.49855573,4.675262322,0,0.014583564,0,V-tail,no,yes,0,summer
436,1.101073884,3.519003277,0,11.24664225,1.633021819,0.35,0,152.2601541,257.9928626,LowAcc,4388954.258,13.90775679,0.019188488,0.362010409,18.86602028,0.531656747,2.400545624,0.720163687,0.095233966,0.180342372,0.162228369,0.097619047,1.79101658,2,0,4,0.261954532,3,1,1,Titan,152.2601541,65.02402854,0,52.2544,100.0057541,6.697982557,7.107230877,0.091206917,0.880508319,0.289265197,15.21923616,4.681712013,0,0.014583564,0,V-tail,no,no,0,winter
438,1.073569745,3.291981607,0,10.09449358,2.006509932,0.35,0,152.490046,282.1430835,LowAcc,4555318.692,14.43493387,0.020095383,0.345181145,17.17713703,0.668307249,2.406831193,0.722049358,0.102186411,0.195221891,0.150595744,0.104575696,1.795951413,2,0,3,0.263543895,3,1,1,Titan,152.490046,65.0447507,0,52.2544,100.235646,6.583098881,7.337172758,0.089443911,0.953156471,0.291909376,15.24219063,4.679339718,0,0.014583564,0,V-tail,no,no,0,summer
439,1.028384375,4.06235808,0,16.04726168,2.41531607,0.35,0,137.3938657,203.1845914,LowAcc,3959382.813,12.54652703,0.020017475,0.429764215,21.4694517,0.96630308,2.288553346,0.686566004,0.055126233,0.077338765,0.145248861,0.058811729,1.703090877,2,0,6,0.231816671,3,1,1,Titan,137.3938657,52.54016226,0,52.2544,85.13946574,7.283561433,6.059873216,0.082339783,0.377600811,0.240795588,13.73375996,4.806789129,0,0.014583564,0,V-tail,no,yes,0,fall
441,0.497292564,2.694497618,0,14.59969028,2.377349193,0.35,0,141.2837451,247.5822805,LowAcc,4477922.51,14.18968017,0.039342327,0.714497066,18.16102707,2.310627392,2.337820882,0.701346265,0.091097029,0.183051735,0.148593379,0.090886637,1.741771069,2,0,2,0.245531048,3,1,1,Titan,141.2837451,57.65613012,0,52.2544,89.02934514,4.523288307,6.751861476,0.074707509,0.893736583,0.262455721,14.12241806,4.730163808,0,0.014583564,0,V-tail,no,no,0,winter
442,1.339443081,3.976942396,0,11.80794544,2.714636331,0.35,0,141.8727352,223.8881937,LowAcc,4084044.4,12.94155576,0.016508731,0.320233774,19.39784347,0.466405716,2.328180944,0.698454283,0.075782282,0.129501137,0.212896752,0.08012431,1.734202705,2,0,1,0.242908561,3,1,1,Titan,141.8727352,56.36824478,0,52.2544,89.61833524,6.883590533,6.45188001,0.086055546,0.632279739,0.258262263,14.18129405,4.742144755,0,0.014583564,0,V-tail,no,no,0,fall
444,0.754652714,3.413660699,0,15.44164508,1.982670266,0.35,0,135.8981743,218.3634628,LowAcc,4186084.618,13.2649017,0.024480061,0.518231542,21.16953678,1.449699818,2.282552638,0.684765792,0.06912597,0.113558323,0.150078829,0.070930387,1.698379691,2,0,3,0.230090444,3,1,1,Titan,135.8981743,51.87125868,0,52.2544,83.64377425,6.312523881,6.17784075,0.076192229,0.554440129,0.238116747,13.57984668,4.818971583,0,0.014583564,0,V-tail,no,no,0,fall
447,0.564088328,2.75192713,0,13.42538491,1.534131349,0.35,0,153.3582363,272.9288472,LowAcc,4619148.078,14.63719699,0.035315612,0.642553934,18.19461398,1.863836342,2.425087064,0.727526119,0.05931232,0.163736632,-0.014093078,0.060274147,1.810284189,2,0,2,0.268106642,3,1,1,Titan,153.3582363,67.75968198,0,52.2544,101.1038363,4.755349294,7.386552244,0.085053459,0.799432018,0.299548626,15.32894479,4.674690321,0,0.014583564,0,V-tail,no,no,0,fall
449,1.207816134,3.792982037,0,11.9113434,1.708072622,0.35,0,143.7105818,220.9426913,LowAcc,4178430.8,13.24064821,0.017332293,0.343664646,19.82799666,0.385909164,2.332660225,0.699798067,0.078699908,0.15139007,0.156114238,0.082591677,1.73771941,2,0,1,0.244130626,3,1,1,Titan,143.7105818,57.4567903,0,52.2544,91.45618181,7.289567794,6.508839685,0.085684161,0.739150841,0.260213374,14.36494238,4.736409716,0,0.014583564,0,V-tail,no,no,0,spring
450,0.852881779,3.058217392,0,10.96599065,1.667456893,0.35,0,153.9151061,285.3606852,LowAcc,4576568.736,14.5022712,0.024544554,0.434496013,17.70233894,0.921637356,2.412019781,0.723605934,0.079106261,0.137387543,0.150554383,0.081392087,1.800024999,2,0,5,0.264848691,3,1,1,Titan,153.9151061,66.30306184,0,52.2544,101.6607061,6.831228216,7.396713412,0.08797316,0.670784536,0.294086638,15.38458991,4.677684831,0,0.014583564,0,V-tail,yes,yes,0,spring
452,0.469788426,2.8143347,0,16.8596742,2.61486291,0.35,0,138.1744189,233.9313363,LowAcc,4281580.502,13.56750989,0.042742207,0.809078145,18.92925518,2.844764657,2.315877605,0.694763281,0.174330834,0.145061781,0.154599395,0.170909107,1.724543291,2,0,1,0.239519805,3,1,1,Titan,138.1744189,55.01097002,0,52.2544,85.9200189,4.828126673,6.460504425,0.073511581,0.708253437,0.252879508,13.81173191,4.75945779,0,0.014583564,0,V-tail,yes,yes,0,fall
453,1.083392652,3.276623782,0,9.909854374,2.513323589,0.35,0,156.2304983,296.4291142,LowAcc,4576327.796,14.50150771,0.020019479,0.347231444,17.34467947,0.620206693,2.434078274,0.730223482,0.072905971,0.105973663,0.150383609,0.076753911,1.817343233,2,0,6,0.27032554,3,1,1,Titan,156.2304983,68.05058299,0,52.2544,103.9760983,7.150577887,7.557515592,0.092623989,0.517408585,0.303289484,15.61594789,4.67356834,0,0.014583564,0,V-tail,yes,no,0,fall
456,1.314558385,3.468008045,0,9.149140833,2.381763946,0.35,0,153.7895789,282.820655,LowAcc,4594170.652,14.5580483,0.016212572,0.279515661,17.24067375,0.132655804,2.40569162,0.721707486,0.068013938,0.126928797,0.15030331,0.073783352,1.795056728,2,0,2,0.263256456,3,1,1,Titan,153.7895789,65.59765676,0,52.2544,101.5351789,7.499540039,7.368717171,0.091743507,0.619720481,0.291430526,15.37204718,4.679739653,0,0.014583564,0,V-tail,no,yes,0,winter
457,1.091905837,3.804441642,0,13.25551684,2.851493677,0.35,0,139.0920413,207.7104096,LowAcc,3963834.025,12.56063207,0.019786285,0.408845795,20.6630905,0.816748295,2.303533222,0.691059967,0.103252248,0.186978218,0.243774906,0.104996093,1.714851653,2,0,2,0.236070861,3,1,1,Titan,139.0920413,53.85881679,0,52.2544,86.83764129,6.843933966,6.195286834,0.08197086,0.912907347,0.247442987,13.90344542,4.779253524,0,0.014583564,0,V-tail,yes,no,0,fall
458,0.843713733,3.038661381,0,10.94383394,2.542460959,0.35,0,154.2089356,291.1385734,LowAcc,4701468.162,14.8980536,0.024054704,0.41698534,17.33487717,0.864087661,2.422493325,0.726747998,0.061735825,0.080364761,0.150186429,0.064778025,1.808247832,2,0,3,0.267463125,3,1,1,Titan,154.2089356,66.77255938,0,52.2544,101.9545356,6.733746184,7.565227977,0.088484874,0.392375013,0.298466873,15.41393763,4.675154066,0,0.014583564,0,V-tail,no,no,0,fall
459,0.408231544,2.433281492,0,14.50367789,1.935873882,0.35,0,145.4936847,266.6735792,LowAcc,4549428.146,14.41626786,0.050269742,0.868355036,17.27391072,2.955603885,2.374033795,0.712210138,0.141912184,0.165667163,0.158095374,0.139983755,1.770202009,2,0,2,0.255141847,3,1,1,Titan,145.4936847,61.66666264,0,52.2544,93.23928474,4.094512218,7.061740846,0.075402569,0.808857693,0.278030174,14.54308455,4.696410477,0,0.014583564,0,V-tail,yes,yes,0,fall
460,0.968792076,3.826868154,0,15.11668007,2.665191096,0.35,0,135.8053405,214.5467902,LowAcc,4033460.971,12.78126654,0.020813028,0.434514144,20.87702714,0.988618098,2.277502879,0.683250864,0.058338935,0.10547308,0.142203433,0.062100545,1.6944151,2,0,6,0.228627678,3,1,1,Titan,135.8053405,50.77756279,0,52.2544,83.5509405,7.489604006,6.038840416,0.079178369,0.514964527,0.235855135,13.5705908,4.829760895,0,0.014583564,0,V-tail,no,yes,0,fall
461,0.971411518,3.938219921,0,15.96602043,1.892609302,0.35,0,137.1373634,204.7359987,LowAcc,3971358.492,12.58447566,0.021172841,0.451385627,21.31908673,1.087528149,2.292981077,0.687894323,0.075430091,0.13122005,0.145947332,0.077684213,1.706567111,2,0,6,0.233082202,3,1,1,Titan,137.1373634,52.48508021,0,52.2544,84.88296337,6.817441997,6.094544682,0.081517258,0.640672207,0.242766287,13.70812583,4.798231327,0,0.014583564,0,V-tail,no,yes,0,winter
462,1.017251748,3.511011022,0,12.11813931,2.602501602,0.35,0,147.9790489,241.2436499,LowAcc,4338467.72,13.74777461,0.020280816,0.389737693,19.21706139,0.714800181,2.37053896,0.711161688,0.076181657,0.136200713,0.143854543,0.078982446,1.767458197,2,0,2,0.254230168,3,1,1,Titan,147.9790489,61.67916235,0,52.2544,95.72464894,6.657276442,6.854326119,0.087370512,0.664989926,0.276538924,14.79145472,4.69894637,0,0.014583564,0,V-tail,no,yes,0,winter
463,0.634158394,2.878250014,0,13.06349206,2.309361995,0.35,0,152.0471922,264.0464017,LowAcc,4508239.635,14.28574934,0.031577432,0.594894615,18.83923336,1.724342723,2.412708428,0.723812528,0.095326306,0.148103696,0.183192756,0.095394854,1.80056566,2,0,4,0.265021385,3,1,1,Titan,152.0471922,66.37982583,0,52.2544,99.79279219,5.189747217,7.230504952,0.085217296,0.723105362,0.294375245,15.19794727,4.67748545,0,0.014583564,0,V-tail,yes,yes,0,winter
464,0.421328753,2.478292566,0,14.57753358,2.574247182,0.35,0,149.3677205,279.72916,LowAcc,4691636.159,14.86689786,0.047516102,0.812195109,17.09305002,2.875551579,2.399591128,0.719877339,0.064216382,0.081388639,0.152784674,0.064547387,1.790267201,2,0,1,0.261712335,3,1,1,Titan,149.3677205,64.91763021,0,52.2544,97.11332048,4.435985514,7.367777216,0.078815063,0.397374021,0.288863026,14.93018374,4.682108124,0,0.014583564,0,V-tail,no,yes,0,summer
465,1.099764163,3.487921231,0,11.06200304,2.055072216,0.35,0,152.7783053,258.4628213,LowAcc,4476848.584,14.1862771,0.018564593,0.349535006,18.82804543,0.442624815,2.404973922,0.721492177,0.056615938,0.077267282,0.149523273,0.060952909,1.79449326,2,0,2,0.263075267,3,1,1,Titan,152.7783053,65.51765442,0,52.2544,100.5239053,7.08309227,7.197776537,0.09141292,0.3772518,0.291128826,15.2710066,4.679998341,0,0.014583564,0,V-tail,no,no,0,winter
