Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season
467,0.628264651,2.972941764,0,14.06792936,1.631255918,0.35,0,140.3152218,242.3441799,LowAcc,4466678.73,14.15405078,0.029189697,0.564502791,19.33911135,1.671335793,2.326435739,0.697930722,0.051186539,0.066856621,0.150858282,0.053109252,1.732832535,2,0,5,0.242430755,3,1,1,Titan,140.3152218,56.39524046,0,52.2544,88.06082182,5.554701595,6.665788833,0.07648275,0.326422516,0.257500848,14.02564148,4.744459771,0,0.014583564,0,V-tail,no,yes,0,spring
468,0.455381496,2.585618797,0,14.68093153,2.612214059,0.35,0,149.7379441,273.5041648,LowAcc,4594038.333,14.55762901,0.04439464,0.785670816,17.69742502,2.67268927,2.40162741,0.720488223,0.10552321,0.146028601,0.187954412,0.104757985,1.791865896,2,0,1,0.262228757,3,1,1,Titan,149.7379441,65.14461608,0,52.2544,97.48354413,4.24814618,7.34472046,0.080327781,0.712973863,0.289720796,14.96718081,4.681274598,0,0.014583564,0,V-tail,no,no,0,fall
469,0.713396507,3.469606658,0,16.87444534,1.597703794,0.35,0,135.1390242,216.7418165,LowAcc,4126290.836,13.07542664,0.026379529,0.561052489,21.26848,1.684027935,2.280731139,0.684219342,0.082712791,0.123500651,0.15188754,0.08352712,1.696949623,2,0,5,0.229563884,3,1,1,Titan,135.1390242,51.33351605,0,52.2544,82.88462419,6.172705624,6.120473777,0.076217092,0.602982811,0.237301736,13.50403766,4.822805871,0,0.014583564,0,V-tail,no,yes,0,summer
470,0.635468115,3.262420266,0,16.74889068,2.205173822,0.35,0,136.0287379,224.6718762,LowAcc,4170081.964,13.21419235,0.030486108,0.620756229,20.36193778,1.930542671,2.292274446,0.687682334,0.126159097,0.186964241,0.153270687,0.12485227,1.706012331,2,0,6,0.232880695,3,1,1,Titan,136.0287379,52.40712641,0,52.2544,83.77433791,5.517841844,6.211569007,0.075470591,0.912839104,0.242452113,13.59288228,4.799572994,0,0.014583564,0,V-tail,no,yes,0,summer
472,1.217639041,3.594573192,0,10.61148337,2.142484328,0.35,0,152.7918138,273.3233498,LowAcc,4426550.274,14.02689138,0.017718406,0.322941668,18.22633829,0.204335505,2.395512531,0.718653759,0.064158041,0.113931441,0.146375819,0.069532456,1.787065074,2,0,5,0.260674882,3,1,1,Titan,152.7918138,64.46298577,0,52.2544,100.5374138,7.974784674,7.193500974,0.091888615,0.55626185,0.287142619,15.27235667,4.683909068,0,0.014583564,0,V-tail,no,yes,0,winter
473,0.658388231,2.854580583,0,12.37663421,2.394125255,0.35,0,147.3513785,254.4704359,LowAcc,4615473.931,14.62555432,0.025933236,0.529801159,20.42942691,1.444976448,2.376223341,0.712867002,0.063442518,0.116790226,0.103452728,0.06501595,1.771921033,2,0,6,0.255711366,3,1,1,Titan,147.3513785,62.31280479,0,52.2544,95.09697853,5.262778813,7.153086898,0.080935025,0.570219657,0.278963216,14.72871112,4.694895446,0,0.014583564,0,V-tail,no,no,0,summer
474,0.646600742,2.682476281,0,11.12847315,1.821090301,0.35,0,147.3840469,265.5167497,LowAcc,4708140.249,14.91919617,0.028516636,0.518547877,18.1840478,1.322733263,2.376151705,0.712845512,0.081916215,0.11868661,0.151577316,0.082954329,1.771864791,2,0,1,0.255692753,3,1,1,Titan,147.3840469,61.90121843,0,52.2544,95.12964691,5.639545001,7.209873237,0.079099533,0.579478611,0.278932704,14.7319717,4.694944123,0,0.014583564,0,V-tail,yes,no,0,summer
475,1.313248664,4.157126608,0,13.15950445,2.697860269,0.35,0,138.5579189,201.7578456,LowAcc,3933987.674,12.46605469,0.016483073,0.343788827,20.85708384,0.385665437,2.290210882,0.687063265,0.080397019,0.165024195,0.154966021,0.0846703,1.704392217,2,0,2,0.232291234,3,1,1,Titan,138.5579189,52.72492907,0,52.2544,86.30351891,7.704682952,6.074745109,0.083702521,0.805718449,0.241533911,13.85008009,4.803543248,0,0.014583564,0,V-tail,no,yes,0,summer
476,0.611238279,2.902983281,0,13.78727776,2.493015725,0.35,0,147.3508653,243.8484655,LowAcc,4454986.604,14.11700067,0.031928732,0.61252343,19.1840826,1.825263531,2.379300294,0.713790088,0.079043073,0.103680993,0.161857524,0.079550124,1.774336765,2,0,1,0.256509569,3,1,1,Titan,147.3508653,62.65579515,0,52.2544,95.09646528,5.178491771,6.957967595,0.081603355,0.506214794,0.28027281,14.72867518,4.692861055,0,0.014583564,0,V-tail,yes,no,0,winter
477,1.051304491,3.6975116,0,13.00440752,1.527950695,0.35,0,145.0455178,233.5762739,LowAcc,4231876.868,13.41000858,0.019532876,0.388492923,19.88918143,0.713661318,2.35430309,0.706290927,0.051224203,0.067520003,0.14538307,0.055363912,1.754711333,2,0,5,0.249951202,3,1,1,Titan,145.0455178,59.24997692,0,52.2544,92.79111776,6.958940804,6.670626837,0.086729141,0.32966143,0.269578485,14.49832707,4.7126935,0,0.014583564,0,V-tail,no,yes,0,winter
478,0.873182453,3.595659041,0,14.8064862,1.550024461,0.35,0,135.5528429,215.5762248,LowAcc,4080583.4,12.93058851,0.022926928,0.47014571,20.50626753,1.167415367,2.276679222,0.683003766,0.107970204,0.192758329,0.15022721,0.108568867,1.693768442,2,0,4,0.2283882,3,1,1,Titan,135.5528429,50.88477147,0,52.2544,83.29844291,6.70721108,6.061111406,0.077210773,0.941128311,0.235485607,13.54537227,4.831568436,0,0.014583564,0,V-tail,no,no,0,summer
479,0.511699493,2.948747563,0,16.99261443,2.077145982,0.35,0,136.0849929,227.3359642,LowAcc,4212117.681,13.3473955,0.038781453,0.7559057,19.49142269,2.604587331,2.299342973,0.689802892,0.112985129,0.143605229,0.161743875,0.111818982,1.711561868,2,0,3,0.234888619,3,1,1,Titan,136.0849929,53.18690928,0,52.2544,83.83059292,4.921794195,6.297986712,0.073080437,0.701141929,0.245589183,13.60295206,4.786555558,0,0.014583564,0,V-tail,yes,yes,0,fall
481,0.994331633,3.24375689,0,10.58194109,2.853259578,0.35,0,146.4264189,257.4023527,LowAcc,4536366.883,14.37487922,0.019770524,0.36086537,18.2526962,0.51683099,2.353814297,0.706144289,0.074644257,0.137916238,0.149344517,0.078205113,1.754327579,2,0,2,0.249821244,3,1,1,Titan,146.4264189,59.81485119,0,52.2544,94.17201893,7.034652332,6.932521372,0.083218849,0.67336585,0.269368089,14.63629846,4.713159224,0,0.014583564,0,V-tail,no,no,0,spring
483,1.334204198,3.938002535,0,11.62330623,2.066550574,0.35,0,140.3274948,211.3296486,LowAcc,4030314.089,12.77129468,0.016362822,0.326524707,19.95528075,0.167733153,2.304950897,0.691485269,0.056883876,0.082509448,0.146850863,0.062991162,1.715964677,2,0,1,0.236469507,3,1,1,Titan,140.3274948,54.36801002,0,52.2544,88.07309476,7.913723179,6.238417845,0.083695235,0.402846289,0.248069204,14.02689817,4.776851262,0,0.014583564,0,V-tail,yes,yes,0,fall
484,1.177692554,3.599729876,0,11.00291849,1.600352646,0.35,0,148.3762431,245.4598324,LowAcc,4295402.34,13.61130866,0.018287764,0.34434843,18.82944364,0.331486268,2.369137879,0.710741364,0.056215829,0.080188637,0.148769846,0.061210381,1.766358201,2,0,3,0.253863757,3,1,1,Titan,148.3762431,61.52298279,0,52.2544,96.12184308,7.463954203,6.83342374,0.088292207,0.3915151,0.275940393,14.83114698,4.700004107,0,0.014583564,0,V-tail,yes,no,0,fall
485,0.936049054,3.068285335,0,10.05756574,1.516472337,0.35,0,155.9535721,294.4339073,LowAcc,4756492.713,15.07241588,0.02145199,0.371361101,17.3112661,0.579763041,2.42910297,0.728730891,0.07036268,0.104637672,0.149876278,0.073754659,1.813437097,2,0,2,0.269099969,3,1,1,Titan,155.9535721,67.76550149,0,52.2544,103.6991721,7.085925768,7.668708307,0.089982325,0.510885709,0.301221199,15.58826679,4.6740969,0,0.014583564,0,V-tail,no,yes,0,summer
487,0.724529134,2.998997726,0,12.41356205,2.55747112,0.35,0,140.5249118,237.4455976,LowAcc,4362692.289,13.82453764,0.026912817,0.513879944,19.09424549,1.312703026,2.320161727,0.696048518,0.124797204,0.20463603,0.149538803,0.124315271,1.727906777,2,0,1,0.240705211,3,1,1,Titan,140.5249118,55.70040186,0,52.2544,88.2705118,5.86441019,6.560966436,0.076504492,0.999120309,0.254757802,14.04660341,4.753163734,0,0.014583564,0,V-tail,yes,yes,0,spring
488,0.709467344,3.121689382,0,13.73557878,2.35880723,0.35,0,140.4016447,239.2661654,LowAcc,4373692.293,13.85939454,0.026218152,0.521695029,19.89823829,1.423344798,2.323971809,0.697191543,0.080610779,0.132199963,0.150184133,0.081788881,1.730898091,2,0,6,0.241754568,3,1,1,Titan,140.4016447,55.90390312,0,52.2544,88.14724469,5.889948033,6.577046169,0.07779238,0.64545656,0.256424678,14.03428391,4.747806272,0,0.014583564,0,V-tail,no,no,0,spring
489,0.90003173,3.514137483,0,13.72080765,2.250204304,0.35,0,137.2839629,222.4422869,LowAcc,4087794.609,12.95343945,0.023029049,0.460317216,19.98854624,1.103577533,2.292234579,0.687670374,0.079299452,0.13550931,0.150799216,0.08159326,1.705981032,2,0,5,0.232869321,3,1,1,Titan,137.2839629,52.40272841,0,52.2544,85.02956285,6.930847269,6.176764868,0.078171022,0.661614202,0.242434384,13.72277018,4.799648959,0,0.014583564,0,V-tail,yes,yes,0,summer
491,1.369566661,3.716849049,0,10.08710802,2.00386108,0.35,0,145.9621603,251.2185514,LowAcc,4311828.677,13.66336058,0.015831973,0.289072966,18.25880834,0.215130655,2.346497202,0.70394916,0.079721003,0.160786594,0.157852863,0.085015192,1.748582891,2,0,1,0.247867666,3,1,1,Titan,145.9621603,58.99920889,0,52.2544,93.70776034,7.4737256,6.771684053,0.086891648,0.785028675,0.266212466,14.58991746,4.720507985,0,0.014583564,0,V-tail,no,yes,0,fall
492,0.40168294,2.530687269,0,15.94386372,2.525684898,0.35,0,145.2297377,264.8463271,LowAcc,4564568.448,14.46424458,0.049368275,0.875076624,17.72548496,3.158598652,2.372680447,0.711804134,0.068041385,0.110320824,0.155351889,0.068120864,1.769139489,2,0,3,0.254789193,3,1,1,Titan,145.2297377,61.51678112,0,52.2544,92.97533765,4.271226251,7.066246373,0.076330687,0.53863328,0.277452989,14.51670817,4.697375217,0,0.014583564,0,V-tail,no,yes,0,winter
493,1.052614211,4.002607952,0,15.22007802,1.910268314,0.35,0,136.958537,204.6802635,LowAcc,3976643.492,12.60122282,0.019529421,0.414915756,21.24567589,0.895158021,2.2906087,0.68718261,0.063825476,0.088012386,0.17426655,0.067230577,1.704704546,2,0,5,0.232404988,3,1,1,Titan,136.958537,52.22336532,0,52.2544,84.70413696,7.126212004,6.093729785,0.081793503,0.429713977,0.241711008,13.69025602,4.802771775,0,0.014583564,0,V-tail,no,no,0,fall
497,1.324381291,4.165327242,0,13.10041991,1.752220153,0.35,0,136.4786478,202.7525742,LowAcc,3920082.633,12.42199227,0.016653769,0.338169624,20.3058916,0.634108144,2.286718589,0.686015577,0.07196662,0.132341869,0.145894778,0.076323917,1.7016504,2,0,1,0.231290233,3,1,1,Titan,136.4786478,51.79421767,0,52.2544,84.22424781,6.948375878,6.045633935,0.082563188,0.646149407,0.239977503,13.64230494,4.810441726,0,0.014583564,0,V-tail,no,no,0,fall
498,0.643981301,2.685020322,0,11.19494327,1.770762116,0.35,0,142.3618573,242.3742333,LowAcc,4666812.791,14.78823735,0.026041386,0.511862123,19.65571757,1.293278031,2.339303555,0.701791066,0.066419368,0.113277452,0.135804546,0.068068212,1.742935122,2,0,1,0.245931919,3,1,1,Titan,142.3618573,57.82033418,0,52.2544,90.10745735,5.519174772,6.903479869,0.075137987,0.553068797,0.263098865,14.23013977,4.728439537,0,0.014583564,0,V-tail,yes,no,0,spring
500,0.857465802,3.611698152,0,15.21269246,1.911151265,0.35,0,135.5200106,218.2615992,LowAcc,4139560.027,13.11747417,0.02170994,0.465105648,21.42362614,1.158982654,2.281564795,0.684469438,0.045824502,0.059985243,0.149915453,0.04947481,1.69760413,2,0,6,0.229805027,3,1,1,Titan,135.5200106,51.22566351,0,52.2544,83.26561055,6.91611889,6.137991065,0.077578365,0.292873521,0.237674854,13.54208377,4.821043021,0,0.014583564,0,V-tail,no,no,0,winter
501,0.982544145,3.502775924,0,12.48741773,2.530982601,0.35,0,144.3294117,235.0490838,LowAcc,4268342.769,13.52556205,0.021152089,0.406590809,19.222253,0.815144041,2.342827545,0.702848263,0.100865894,0.18509125,0.157768698,0.102336013,1.745701825,2,0,3,0.24688209,3,1,1,Titan,144.3294117,58.59014938,0,52.2544,92.07501174,6.439942999,6.626742036,0.08403673,0.903694364,0.264625546,14.42677227,4.72446486,0,0.014583564,0,V-tail,no,yes,0,fall
502,0.530690445,2.974115379,0,16.66764942,1.768996215,0.35,0,133.6511473,218.5403515,LowAcc,4167386.156,13.20564985,0.03732126,0.731269227,19.59390511,2.429847848,2.280009833,0.68400295,0.137088596,0.183499796,0.155100064,0.135155564,1.696383322,2,0,1,0.229355035,3,1,1,Titan,133.6511473,51.05412392,0,52.2544,81.39674734,4.822625282,6.121409945,0.071313043,0.895924207,0.236978754,13.35544654,4.824342086,0,0.014583564,0,V-tail,yes,no,0,summer
503,1.06571142,4.208999765,0,16.62333601,2.2449066,0.35,0,135.4079075,197.5029512,LowAcc,3868803.923,12.25949984,0.019595656,0.428079403,21.8456273,0.951218725,2.276825748,0.683047724,0.060791661,0.096158844,0.146655618,0.064292122,1.69388348,2,0,5,0.228430821,3,1,1,Titan,135.4079075,50.70286323,0,52.2544,83.15350753,7.342489903,5.944580842,0.081794897,0.469488457,0.235551358,13.53090939,4.831245891,0,0.014583564,0,V-tail,no,no,0,summer
504,1.417371473,4.048555042,0,11.56422169,2.269629217,0.35,0,136.5290073,215.0391425,LowAcc,4040246.901,12.80276986,0.015033106,0.297576614,19.79475198,0.282181957,2.281226055,0.684367817,0.056511578,0.091891004,0.15020685,0.06339154,1.697338184,2,0,1,0.229707074,3,1,1,Titan,136.5290073,51.18829457,0,52.2544,84.27460733,7.760540454,6.074501666,0.081419577,0.448651043,0.237523267,13.64733549,4.82175769,0,0.014583564,0,V-tail,no,no,0,summer
505,1.338133361,3.571649492,0,9.533190385,1.94646929,0.35,0,148.1478021,263.4851316,LowAcc,4394637.484,13.92576585,0.016088843,0.289083342,17.96793898,0.138212066,2.369294071,0.710788221,0.057209437,0.086430353,0.150108341,0.06378601,1.766480828,2,0,5,0.25390463,3,1,1,Titan,148.1478021,60.90374583,0,52.2544,95.89340208,7.746036112,6.934906818,0.087936502,0.421989818,0.276007137,14.80831128,4.699885017,0,0.014583564,0,V-tail,yes,no,0,summer
506,1.222877924,3.308236364,0,8.949730487,2.165441044,0.35,0,156.1472786,289.5648552,LowAcc,4693301.083,14.87217369,0.016981756,0.292326272,17.21413717,0.23147711,2.428205551,0.728461665,0.084770067,0.162722894,0.150900339,0.089088985,1.812732529,2,0,1,0.268878313,3,1,1,Titan,156.1472786,67.66611358,0,52.2544,103.8928786,7.127512931,7.614924005,0.092570786,0.794482517,0.300847678,15.60762711,4.674216477,0,0.014583564,0,V-tail,no,no,0,winter
507,0.970101797,3.260515677,0,10.95860508,2.222832834,0.35,0,142.8728469,248.661985,LowAcc,4399852.131,13.94229007,0.020825571,0.383645044,18.42182602,0.869227285,2.339319642,0.701795893,0.067133998,0.102999542,0.150972263,0.070504605,1.742947753,2,0,4,0.245936265,3,1,1,Titan,142.8728469,57.59703907,0,52.2544,90.61844686,6.433766633,6.716444693,0.080983882,0.50288766,0.263105841,14.28121452,4.728420999,0,0.014583564,0,V-tail,yes,no,0,spring
508,0.729768018,2.959255731,0,11.99997022,2.711987479,0.35,0,143.3477595,249.9069184,LowAcc,4494205.335,14.24127733,0.026375683,0.490426157,18.59387531,1.191367553,2.344149061,0.703244718,0.06391033,0.096138244,0.149409024,0.066064228,1.746739354,2,0,3,0.247237468,3,1,1,Titan,143.3477595,58.3569676,0,52.2544,91.09335946,6.035633457,6.821327701,0.078578957,0.469387879,0.265197363,14.32866425,4.723018682,0,0.014583564,0,V-tail,yes,yes,0,winter
510,0.588318164,2.94184278,0,14.71047381,2.860323183,0.35,0,137.2976634,232.04174,LowAcc,4408198.414,13.96873784,0.031615634,0.605622477,19.15579113,1.83197267,2.304937553,0.691481266,0.0747376,0.101757405,0.159387459,0.075482946,1.7159542,2,0,3,0.236465758,3,1,1,Titan,137.2976634,54.01434452,0,52.2544,85.04326337,5.232686651,6.461957536,0.073811761,0.496823018,0.248063312,13.72411929,4.776873716,0,0.014583564,0,V-tail,no,no,0,fall
511,0.837819989,3.292364283,0,12.9379374,2.82765401,0.35,0,138.7448847,230.1905515,LowAcc,4322106.184,13.69592803,0.023497447,0.447042448,19.02514971,1.03226158,2.306896982,0.692069095,0.07606155,0.132623855,0.149518195,0.078265711,1.717492558,2,0,2,0.237015649,3,1,1,Titan,138.7448847,54.02024935,0,52.2544,86.4904847,6.41744123,6.421699249,0.077709123,0.647526181,0.248928035,13.86873899,4.773608973,0,0.014583564,0,V-tail,no,yes,0,summer
512,0.670830579,2.994415305,0,13.36630037,1.84846177,0.35,0,144.9255064,254.2636509,LowAcc,4457775.424,14.12583791,0.02832347,0.548237791,19.35630708,1.533658081,2.353901602,0.706170481,0.107658597,0.16550802,0.151817922,0.107584171,1.754396123,2,0,4,0.249844461,3,1,1,Titan,144.9255064,59.82458322,0,52.2544,92.67110642,5.611830087,6.86309837,0.080127351,0.808080689,0.269405672,14.48632166,4.71307581,0,0.014583564,0,V-tail,no,yes,0,winter
513,1.349265988,3.927319604,0,11.43128146,1.909385363,0.35,0,144.5145637,230.1050982,LowAcc,4134118.33,13.10023047,0.016325321,0.316025117,19.35797221,0.423083674,2.345485416,0.703645625,0.079195191,0.161156137,0.154368742,0.08342784,1.747788533,2,0,4,0.247596318,3,1,1,Titan,144.5145637,58.50496721,0,52.2544,92.26016367,6.866722684,6.566500655,0.087923221,0.786832942,0.265775216,14.44527757,4.721580606,0,0.014583564,0,V-tail,no,no,0,summer
514,0.482230774,2.490673821,0,12.86408172,2.062135821,0.35,0,144.1015981,243.5885294,LowAcc,4718126.361,14.95084025,0.033683337,0.676936768,20.09708123,2.166773617,2.360838324,0.708251497,0.058026883,0.116515789,0.105230082,0.058854203,1.759842179,2,0,1,0.251682312,3,1,1,Titan,144.1015981,60.59782499,0,52.2544,91.8471981,4.12883819,7.079115873,0.074831574,0.568879738,0.272386714,14.40397493,4.706762525,0,0.014583564,0,V-tail,no,yes,0,fall
515,0.439664846,2.511686015,0,14.34858096,2.158377439,0.35,0,151.2657958,285.3337294,LowAcc,4633651.33,14.68315502,0.04592583,0.808063809,17.59497445,2.819852451,2.416272673,0.724881802,0.062166062,0.069753946,0.154090789,0.062623893,1.803363966,2,0,5,0.265913409,3,1,1,Titan,151.2657958,66.34456298,0,52.2544,99.0113958,4.690012355,7.448557638,0.080867297,0.340568492,0.295867635,15.11984748,4.676528362,0,0.014583564,0,V-tail,yes,yes,0,spring
516,1.021180911,3.631714292,0,12.9157807,2.62810717,0.35,0,145.1696097,233.2539965,LowAcc,4206923.032,13.33093464,0.020761169,0.405058036,19.51036741,0.8085598,2.349543119,0.704862936,0.095537201,0.177648301,0.162665024,0.097319222,1.750974256,2,0,4,0.248682754,3,1,1,Titan,145.1696097,59.33873964,0,52.2544,92.91520973,6.488129434,6.624836682,0.085944698,0.867354716,0.267527454,14.51073122,4.717362325,0,0.014583564,0,V-tail,no,yes,0,summer
517,0.937358775,3.632302295,0,14.07531493,1.465261201,0.35,0,145.6965683,234.4910112,LowAcc,4200571.024,13.31080635,0.022214644,0.444222113,19.99681411,1.031238587,2.355933452,0.706780036,0.071478684,0.129089604,0.121909823,0.073803081,1.755991339,2,0,6,0.250384187,3,1,1,Titan,145.6965683,60.05107512,0,52.2544,93.44216828,6.465773863,6.649076074,0.086559654,0.630270462,0.270279895,14.56338712,4.711162531,0,0.014583564,0,V-tail,no,yes,0,summer
518,1.32241671,4.094814605,0,12.67944251,2.176919402,0.35,0,142.4862475,218.9412923,LowAcc,4045403.969,12.81911162,0.016419521,0.332012315,20.2205845,0.285129048,2.321734401,0.69652032,0.056565012,0.08347398,0.146628427,0.062296677,1.729141491,2,0,5,0.241138904,3,1,1,Titan,142.4862475,56.23888025,0,52.2544,90.23184752,7.889189986,6.345734673,0.086922917,0.407555545,0.255446239,14.24260911,4.750925244,0,0.014583564,0,V-tail,no,yes,0,summer
520,0.942597659,3.66055046,0,14.21564073,2.754369109,0.35,0,137.7397428,208.1525116,LowAcc,4106040.898,13.01125846,0.021692281,0.437078791,20.14904743,0.992513219,2.297234713,0.689170414,0.083328796,0.149728092,0.162204472,0.085255342,1.709906662,2,0,1,0.234291536,3,1,1,Titan,137.7397428,53.16126521,0,52.2544,85.48534276,6.47807153,6.2172331,0.079841264,0.731036356,0.244654829,13.76831182,4.790345088,0,0.014583564,0,V-tail,no,yes,0,fall
521,0.595521629,3.140059196,0,16.5568659,2.528333749,0.35,0,147.6543964,247.0958441,LowAcc,4315472.732,13.67490789,0.034459392,0.671375446,19.48309051,2.174757337,2.379904817,0.713971445,0.123940582,0.175784628,0.196405786,0.122650827,1.774811378,2,0,6,0.256666099,3,1,1,Titan,147.6543964,62.72318173,0,52.2544,95.39999643,5.134313618,6.85345775,0.084186223,0.858255469,0.280529884,14.75901395,4.692474244,0,0.014583564,0,V-tail,no,yes,0,winter
523,0.958314309,3.633932837,0,13.77989219,2.491249823,0.35,0,138.7819763,213.0115509,LowAcc,4030179.418,12.77086793,0.022341199,0.44962422,20.12533976,1.052306669,2.305235296,0.691570589,0.091034093,0.163635533,0.159522901,0.092654431,1.71618796,2,0,4,0.236549398,3,1,1,Titan,138.7819763,54.04731926,0,52.2544,86.52757626,6.469414568,6.219756631,0.080535792,0.79893841,0.24819477,13.87245982,4.776373452,0,0.014583564,0,V-tail,yes,no,0,spring
525,0.664281974,3.22260222,0,15.63366985,2.719051084,0.35,0,135.5847041,221.3002429,LowAcc,4108336.232,13.01853193,0.030018374,0.609817152,20.31479646,1.857510898,2.287689052,0.686306715,0.123908541,0.187158253,0.151752552,0.12283567,1.702412315,2,0,6,0.231568832,3,1,1,Titan,135.5847041,51.90127677,0,52.2544,83.33030412,5.677672052,6.150827212,0.074701319,0.913786353,0.240410323,13.54854463,4.808501898,0,0.014583564,0,V-tail,yes,yes,0,winter
