Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season,t_mission,Sensor_Swath_width,Aeroshell_Diameter
271,1.156900736,3.069279626,0,8.142857143,2.237357372,0.35,0,161.3291592,311.8288494,LowAcc,400000,15.8136615,0.016182863,0.282369202,17.4486552,2.100761169,2.464549503,0.739364851,0.089800987,0.113039692,0.044378411,0.068661281,0.149482974,0.094187471,1.841266349,2,0,1,0.277713568,3,1,1,Titan,161.3291592,71.21531704,0,52.2544,109.0747592,7.940898502,8.141179867,0.094546059,0.551907951,0.315866258,16.12539774,4.675062221,0,0.014583564,0,0,Conventional,no,yes,0,winter,0.00801537,100,4.7
272,0.37155936,2.030403794,0,11.0952381,1.672622154,0.35,0,157.4595797,314.229073,LowAcc,400000,16.07476023,0.046567216,0.830457296,17.83351828,4.051783489,2.469871786,0.740961536,0.147479754,0.127439993,0.050631733,0.07680826,0.149970947,0.145723244,1.845444901,2,0,4,0.278983933,3,1,1,Titan,157.4595797,71.85736476,0,52.2544,105.2051797,3.68647581,8.211847859,0.079812722,0.622216358,0.318047543,15.73871728,4.676113839,0,0.014583564,0,0,Conventional,yes,no,0,fall,0.078851783,10,3.35
273,0.37155936,2.030403794,0,11.0952381,2.872684492,0.35,0,158.2427787,317.1827149,LowAcc,400000,16.38322387,0.045402874,0.803456545,17.69616062,3.974407935,2.478973071,0.743691921,0.154108196,0.073039692,0.044378411,0.028661281,0.145035305,0.152306495,1.852590366,2,0,2,0.281143002,3,1,1,Titan,158.2427787,72.81645631,0,52.2544,105.9883787,3.540099167,8.362883334,0.080584004,0.356610904,0.321767329,15.81696773,4.678426322,0,0.014583564,0,0,Conventional,no,yes,0,fall,0.025789054,30,3.5
274,0.423915452,2.050077781,0,9.914285714,2.872684492,0.35,0,174.7042089,394.6750384,LowAcc,400000,18.20723631,0.035398852,0.629508348,17.78329834,3.313456378,2.640478764,0.708433765,0.165813544,0.13791468,0.050631733,0.087282947,0.151338914,0.16346355,2.640478764,3,0,4,0.315566873,3,1,1,Titan,174.7042089,89.80778079,0,52.2544,122.4498089,5.043929365,8.951457583,0.096444996,0.673358244,0.38318446,17.46187113,0.017198811,0,0.014583564,0,0,Conventional,yes,yes,0,spring,0.006961647,100,5
275,0.423915452,2.335461157,0,12.86666667,1.53143835,0.35,0,162.2603534,328.5266376,LowAcc,400000,14.72379294,0.047501343,0.894044627,18.82145995,4.008297545,2.501248988,0.750374696,0.320946842,0.391383207,0.169444843,0.221938364,0.161513691,0.315855439,1.870079301,2,0,1,0.286358772,3,1,1,Titan,162.2603534,75.25324751,0,52.2544,110.0059534,3.37424561,8.12920432,0.087796769,1.910899615,0.330818433,16.21845383,4.68670377,0,0.014583564,0,0,Conventional,yes,no,0,summer,0.008608675,100,4.25
276,0.37155936,2.513266623,0,17,1.460846448,0.35,0,134.3512771,225.9655279,LowAcc,400000,13.43128796,0.049554735,1.014947792,20.48134821,4.762098338,2.294156143,0.688246843,0.259452828,0.352300917,0.113164949,0.239135968,0.148918913,0.254964026,1.707489661,2,0,6,0.233416907,3,1,1,Titan,134.3512771,52.47056741,0,52.2544,82.09687715,3.106132497,6.252930191,0.067917498,1.720083219,0.243288451,13.42535403,4.796020286,0,0.014583564,0,0,Conventional,yes,no,0,winter,0.009437096,100,2.9
277,1.418681194,3.142725467,0,6.961904762,2.237357372,0.35,0,184.7949908,406.1710396,LowAcc,400000,17.47904807,0.013253144,0.215891359,16.28982218,1.675650572,2.658024885,0.712903516,0.089028679,0.128169796,0.044378411,0.083791385,0.149604389,0.096897263,2.658024885,3,0,1,0.320237551,3,1,1,Titan,184.7949908,92.33366076,0,52.2544,132.5405908,11.54564837,9.022518687,0.119408865,0.625779567,0.391819683,18.47021206,0.01695923,0,0.014583564,0,0,Conventional,yes,yes,0,summer,0.072516736,10,4.1
278,0.528627635,2.7250614,0,14.04761905,2.378541176,0.35,0,142.5957433,234.4140723,LowAcc,400000,14.25515442,0.032582828,0.672168686,20.62953796,3.580901637,2.356399986,0.706919996,0.23044568,0.186839516,0.138178235,0.048661281,-0.050253419,0.22643664,1.756357617,2,0,4,0.25050795,3,1,1,Titan,142.5957433,59.37233783,0,52.2544,90.34134333,3.927665832,6.803293897,0.07650194,0.912230144,0.270480504,14.25351885,4.710730767,0,0.014583564,0,0,Conventional,no,yes,0,summer,0.088916856,10,5
279,0.476271544,2.845455367,0,17,1.460846448,0.35,0,134.0319327,222.790133,LowAcc,400000,13.73914873,0.035083502,0.754917384,21.51773176,4.094321265,2.29123948,0.687371844,0.189593147,0.121468359,0.088151662,0.033316697,0.143211083,0.186092412,1.705199775,2,0,6,0.232585242,3,1,1,Titan,134.0319327,52.16196831,0,52.2544,81.77753273,4.180779506,6.31929823,0.070844848,0.593060296,0.241991731,13.39345175,4.801554491,0,0.014583564,0,0,Conventional,no,yes,0,fall,0.030752112,30,4.7
280,0.580983727,2.538927487,0,11.0952381,2.590316883,0.35,0,143.4202172,256.4521614,LowAcc,400000,14.64364632,0.030049857,0.582925932,19.39862568,3.194742244,2.352390531,0.705717159,0.214625006,0.318912108,0.144431557,0.174480551,0.149645538,0.211218262,1.753209774,2,0,6,0.249442314,3,1,1,Titan,143.4202172,58.92777691,0,52.2544,91.16581718,4.313100147,6.959439032,0.074668818,1.557064824,0.268754956,14.33589534,4.714533589,0,0.014583564,0,0,Conventional,yes,no,0,summer,0.086557916,10,5
281,0.423915452,1.988091278,0,9.323809524,1.460846448,0.35,0,202.4249297,496.8999952,LowAcc,400000,19.74216406,0.037257123,0.620384112,16.651423,3.154906731,2.811073034,0.751891457,0.217726368,0.151356634,0.11941827,0.031938364,0.429185202,0.214387828,2.811073034,3,0,3,0.358406347,3,1,1,Titan,202.4249297,113.7135225,0,52.2544,150.1705297,5.088012672,9.780306877,0.118122682,0.738987592,0.465035356,20.23660653,0.01535192,0,0.014583564,0,0,Conventional,no,no,0,summer,0.006420388,100,5
282,1.418681194,4.173248203,0,12.27619048,1.743214057,0.35,0,146.5077585,212.5280663,LowAcc,400000,12.63932422,0.014816735,0.327335821,22.09230376,2.372801837,2.306265299,0.69187959,0.151994093,0.286253103,0.169444843,0.12680826,0.106541192,0.15285215,1.716996621,2,0,5,0.236838514,3,1,1,Titan,146.5077585,53.81690675,0,52.2544,88.9123815,7.65665034,6.270669596,0.088591001,1.397609643,0.248649366,14.64406683,4.774654407,0,0.014583564,0,5.340976988,Conventional,no,yes,2,fall,0.03342804,30,3.35
283,0.68569591,2.447122994,0,8.733333333,1.602030252,0.35,0,173.5059359,363.1656386,LowAcc,400000,16.52091673,0.027138356,0.469439818,17.29802,2.702930475,2.568169265,0.77045078,0.177126715,0.206736762,0.106911627,0.099825135,0.149876905,0.175192091,1.922618749,2,0,5,0.301485518,3,1,1,Titan,173.5059359,82.67801288,0,52.2544,121.2515359,5.826576817,9.193584846,0.098150021,1.009376978,0.357584833,17.34210714,4.731558773,0,0.014583564,0,0,Conventional,yes,yes,0,winter,0.076722347,10,3.35
284,0.37155936,2.378721979,0,15.22857143,2.872684492,0.35,0,138.5401495,240.321504,LowAcc,400000,13.71397311,0.052111033,1.003890372,19.26444959,4.501126077,2.324869475,0.697460843,0.300795294,0.428106124,0.169444843,0.258661281,0.146058985,0.295968924,1.731602854,2,0,4,0.242001137,3,1,1,Titan,138.5401495,55.84936724,0,52.2544,86.28574948,2.868168185,6.54214209,0.069624793,2.090196546,0.256816912,13.84827373,4.746576415,0,0.014583564,0,0,Conventional,yes,yes,0,winter,0.00924257,100,3.8
285,0.947476369,3.064890117,0,9.914285714,1.460846448,0.35,0,148.3118517,268.2370452,LowAcc,400000,14.86651415,0.01855217,0.358636596,19.33124827,2.519810071,2.377305991,0.713191797,0.104365511,0.136316775,0.044378411,0.091938364,0.14916177,0.106279215,1.772771027,2,0,6,0.255992504,3,1,1,Titan,148.3118517,61.61769102,0,52.2544,96.05745172,6.663638702,7.214117696,0.083589293,0.66555659,0.279424219,14.82468355,4.694167081,0,0.014583564,0,0,Conventional,no,yes,0,winter,0.00852603,100,3.2
286,1.418681194,3.860428494,0,10.5047619,1.884397861,0.35,0,137.7927524,219.7573627,LowAcc,400000,12.9178246,0.014041069,0.294732635,20.99075505,2.238249052,2.283068221,0.684920466,0.076819349,0.143514379,0.044378411,0.099135968,0.149281889,0.083401767,1.698784477,2,0,1,0.23023927,3,1,1,Titan,137.7927524,51.25094636,0,52.2544,85.53835242,8.563676224,6.097898551,0.080686503,0.700698361,0.238347281,13.77361765,4.817897928,0,0.014583564,0,0,Conventional,yes,yes,0,spring,0.009812206,100,4.1
287,1.209256827,3.944503075,0,12.86666667,1.460846448,0.35,0,135.73795,198.4247907,LowAcc,400000,12.55913645,0.016071926,0.360353389,22.42129455,2.549418515,2.279955056,0.683986517,0.152908101,0.240805766,0.138178235,0.102627531,0.081697971,0.152783054,1.696340316,2,0,5,0.229339166,3,1,1,Titan,135.73795,50.90850788,0,52.2544,83.48355003,6.646251165,6.03304354,0.080173392,1.175716375,0.23695422,13.56386072,4.824459166,0,0.014583564,0,0,Conventional,no,no,0,fall,0.010092442,100,4.1
288,0.37155936,2.378721979,0,15.22857143,2.519724981,0.35,0,133.4743445,222.5680723,LowAcc,400000,13.8016816,0.048007619,0.954928846,19.89119357,4.501957182,2.28838139,0.686514417,0.255679212,0.321137063,0.113164949,0.207972114,0.14362175,0.251407843,1.702955873,2,0,2,0.231767383,3,1,1,Titan,133.4743445,51.84744981,0,52.2544,81.21994454,3.03864904,6.299773811,0.065941895,1.567928002,0.240718953,13.33777068,4.807128783,0,0.014583564,0,0,Conventional,yes,no,0,spring,0.03061278,30,5
289,0.68569591,2.362948124,0,8.142857143,1.813805959,0.35,0,187.4985666,434.445346,LowAcc,400000,18.50934105,0.023827195,0.404156816,16.96199699,2.401335966,2.70144239,0.723963821,0.205137201,0.230586195,0.131924914,0.098661281,0.149934967,0.202226732,2.70144239,3,0,4,0.331512284,3,1,1,Titan,187.4985666,98.36756497,0,52.2544,135.2441666,6.840601645,9.614477625,0.111414028,1.125820074,0.41295779,18.74032402,0.016422934,0,0.014583564,0,0,Conventional,yes,no,0,spring,0.022826736,30,5
290,0.528627635,2.547456288,0,12.27619048,2.731500688,0.35,0,138.138914,239.7328767,LowAcc,400000,14.63626711,0.031638512,0.617690542,19.52337514,3.338952926,2.320046612,0.696013983,0.223289628,0.203491344,0.163191522,0.040299822,0.148098468,0.219580292,1.727816399,2,0,3,0.240673435,3,1,1,Titan,138.138914,55.33086264,0,52.2544,85.88451399,3.946121222,6.712187556,0.071025292,0.993531465,0.254707387,13.80816578,4.753329093,0,0.014583564,0,0,Conventional,no,yes,0,winter,0.028867185,30,5
291,0.738052002,2.784431818,0,10.5047619,2.80209259,0.35,0,143.665462,255.1838759,LowAcc,400000,14.94840976,0.022933771,0.441103855,19.233813,2.722321527,2.352246728,0.705674018,0.187521485,0.16579248,0.113164949,0.052627531,0.148561745,0.185168009,1.753096873,2,0,3,0.24940401,3,1,1,Titan,143.665462,58.91071719,0,52.2544,91.411062,5.220893115,7.034267869,0.077368428,0.809469544,0.268693005,14.3603954,4.714673881,0,0.014583564,0,0,Conventional,no,no,0,winter,0.084793201,10,3.05
292,0.37155936,2.513266623,0,17,2.872684492,0.35,0,133.7466174,221.8963699,LowAcc,400000,13.72975893,0.045892857,0.966928157,21.06925193,4.874460064,2.291337811,0.687401343,0.167388944,0.193039692,0.044378411,0.148661281,0.137054829,0.164684658,1.705276975,2,0,6,0.232613329,3,1,1,Titan,133.7466174,52.20841588,0,52.2544,81.4922174,3.537147118,6.313662721,0.067545312,0.942502045,0.242035483,13.36495989,4.801365389,0,0.014583564,0,0,Conventional,yes,no,0,spring,0.09231943,10,5
293,0.68569591,2.758252959,0,11.0952381,1.813805959,0.35,0,140.7030748,244.5244325,LowAcc,400000,14.61937363,0.024354637,0.486160789,19.96173404,3.073621909,2.329520023,0.698856007,0.090073907,0.131661358,0.044378411,0.087282947,0.14826018,0.090980953,1.735254022,2,0,5,0.24327454,3,1,1,Titan,140.7030748,56.37332226,0,52.2544,88.44867482,5.489560372,6.790045148,0.07470143,0.642826861,0.258846021,14.06438991,4.74039926,0,0.014583564,0,0,Conventional,yes,no,0,summer,0.028900543,30,4.85
294,0.37155936,2.424399969,0,15.81904762,1.602030252,0.35,0,133.5551779,219.6147004,LowAcc,400000,13.68950292,0.04734692,0.971231137,20.51307966,4.595240101,2.287889486,0.686366846,0.252098597,0.319360223,0.094404984,0.224955239,0.133855682,0.247672301,1.702569677,2,0,2,0.231626331,3,1,1,Titan,133.5551779,51.79340653,0,52.2544,81.30077793,3.189917258,6.282750376,0.066419096,1.559252712,0.240499685,13.34584526,4.808103455,0,0.014583564,0,0,Conventional,yes,no,0,winter,0.030863636,30,5
295,0.423915452,2.589582731,0,15.81904762,2.872684492,0.35,0,143.1276342,260.1576734,LowAcc,400000,14.14113905,0.04259537,0.854950342,20.07143846,4.061362447,2.363874996,0.709162499,0.294067966,0.199269978,0.169444843,0.029825135,0.145422184,0.288726534,1.762226285,2,0,4,0.252482654,3,1,1,Titan,143.1276342,60.1543843,0,52.2544,90.87323423,3.460230011,6.910915175,0.075659214,0.972920957,0.273688579,14.30666156,4.704190864,0,0.014583564,0,0,Conventional,no,no,0,summer,0.029877921,30,4.25
296,0.68569591,2.60733296,0,9.914285714,2.872684492,0.35,0,148.6307064,273.4454238,LowAcc,400000,15.33779975,0.024858705,0.466569437,18.76885526,2.836268465,2.387540686,0.716262206,0.140155514,0.161799657,0.063138376,0.098661281,0.148706622,0.139307528,1.780806338,2,0,3,0.258635107,3,1,1,Titan,148.6307064,62.79537446,0,52.2544,96.37630644,5.475757172,7.392986132,0.079379976,0.789974881,0.283770922,14.85653314,4.687946194,0,0.014583564,0,0,Conventional,yes,yes,0,fall,0.082640505,10,5
297,0.37155936,2.083731394,0,11.68571429,1.813805959,0.35,0,154.1815776,304.3813636,LowAcc,400000,15.93484782,0.046062568,0.827511178,17.96493805,3.902959953,2.44988179,0.734964537,0.234700721,0.113796068,0.088151662,0.025644406,0.152949407,0.231266369,1.829750654,2,0,4,0.274182098,3,1,1,Titan,154.1815776,69.60161385,0,52.2544,101.9271776,3.273743422,8.009021483,0.078256675,0.555600901,0.309831358,15.41117057,4.673355789,0,0.014583564,0,0,Conventional,no,yes,0,winter,0.007954412,100,2.75
298,0.37155936,2.513266623,0,17,1.884397861,0.35,0,149.3936472,284.3222836,LowAcc,400000,14.06357174,0.049378714,1.029385599,20.84674802,4.979416097,2.411914627,0.723574388,0.184346567,0.182350525,0.044378411,0.137972114,0.150095958,0.181480713,1.799942442,2,0,1,0.264822311,3,1,1,Titan,149.3936472,65.42547743,0,52.2544,97.13924717,3.567666908,7.256802052,0.079862836,0.890312976,0.294042561,14.93278315,4.677715691,0,0.014583564,0,0,Conventional,yes,yes,0,spring,0.009012814,100,2.75
299,1.418681194,3.142725467,0,6.961904762,1.460846448,0.35,0,184.7219267,411.078312,LowAcc,400000,17.44455254,0.01355523,0.21666033,15.98352345,1.680244587,2.664088318,0.714448133,0.162335834,0.261383207,0.169444843,0.091938364,0.150528754,0.165410079,2.664088318,3,0,1,0.321835843,3,1,1,Titan,184.7219267,93.13388319,0,52.2544,132.4675267,9.995523321,9.052984215,0.119789606,1.276184212,0.394791014,18.46290786,0.016879668,0,0.014583564,0,0,Conventional,no,yes,0,summer,0.024220044,30,4.25
300,0.423915452,2.684504178,0,17,2.378541176,0.35,0,133.3393227,220.7860859,LowAcc,400000,13.37936338,0.042623397,0.889761335,20.87495125,4.612683729,2.284997171,0.685499151,0.190565573,0.263836705,0.081898341,0.181938364,0.142380938,0.187278531,1.700298906,2,0,6,0.230795223,3,1,1,Titan,133.3393227,51.47558458,0,52.2544,81.08492269,3.672445381,6.187956755,0.068755607,1.288163235,0.239209164,13.32429811,4.81392629,0,0.014583564,0,0,Conventional,yes,no,0,fall,0.031579069,30,4.25
301,0.633339819,2.35184348,0,8.733333333,2.80209259,0.35,0,184.3287412,425.6790234,LowAcc,400000,18.76962505,0.023740858,0.418321802,17.62033225,2.562235176,2.689350423,0.720883477,0.16143187,0.086316775,0.044378411,0.041938364,0.148906423,0.159923096,2.689350423,3,0,5,0.328411112,3,1,1,Titan,184.3287412,96.67253453,0,52.2544,132.0743412,6.445929624,9.563657402,0.108959653,0.421435282,0.407102449,18.42357393,0.016564776,0,0.014583564,0,0,Conventional,no,no,0,winter,0.022510191,30,5
302,1.313969011,4.72625361,0,17,1.460846448,0.35,0,162.3477645,200.8991155,LowAcc,400000,11.84654687,0.017830725,0.445803082,25.001961,3.059581029,2.67107048,0.801321144,0.118819488,0.185510791,0.069391698,0.116119093,0.14835573,0.11993641,1.001703506,1,0,1,0.218718974,3,1,1,Titan,162.3477645,47.01939347,0,52.2544,110.0933645,8.927500219,8.415124673,0.126201347,0.905742742,0.220738707,16.22714978,28.23693001,0,0.014583564,0,0,Conventional,no,yes,0,spring,0.106995188,10,5
303,0.68569591,3.41421008,0,17,1.460846448,0.35,0,135.1275506,217.465731,LowAcc,400000,12.66919341,0.026338674,0.621698535,23.60401793,3.883167821,2.283835413,0.685150624,0.105396436,0.214203546,0.044378411,0.169825135,0.143958187,0.105002019,1.699386803,2,0,3,0.230460547,3,1,1,Titan,135.1275506,51.33541428,0,52.2544,82.87315062,5.796145645,6.047356652,0.075916672,1.045833,0.23869019,13.50290083,4.816309782,0,0.014583564,0,0,Conventional,yes,yes,0,summer,0.010004769,100,5
304,0.528627635,2.945255127,0,16.40952381,2.096173568,0.35,0,132.8318352,214.6758303,LowAcc,400000,13.70326694,0.030876853,0.677593926,21.94504499,4.000853198,2.277472935,0.683241881,0.1097525,0.098603847,0.050631733,0.047972114,0.139335192,0.108817403,1.694391591,2,0,6,0.228618976,3,1,1,Titan,132.8318352,50.64714112,0,52.2544,80.5774352,4.805864235,6.21855498,0.070586185,0.481426004,0.235841704,13.27361104,4.829826371,0,0.014583564,0,0,Conventional,no,yes,0,spring,0.030832636,30,4.25
305,0.37155936,1.861276094,0,9.323809524,2.378541176,0.35,0,183.9404779,433.3647781,LowAcc,400000,19.21757075,0.040098366,0.678762057,16.92742449,3.087154258,2.70147632,0.723972464,0.363121487,0.140407259,0.11941827,0.020988989,0.158316344,0.357092297,2.70147632,3,0,2,0.331520945,3,1,1,Titan,183.9404779,98.41948686,0,52.2544,131.6860779,3.891902384,9.759995033,0.100424866,0.685528077,0.412974187,18.38476037,0.016422544,0,0.014583564,0,0,Conventional,no,no,0,fall,0.06595649,10,5
306,0.738052002,2.538829287,0,8.733333333,2.237357372,0.35,0,175.0804421,389.7820568,LowAcc,400000,17.69706463,0.022164293,0.383542618,17.30452789,2.425720912,2.6310615,0.706034783,0.19707758,0.230433832,0.169444843,0.060988989,0.150133556,0.194687269,2.6310615,3,0,5,0.313031313,3,1,1,Titan,175.0804421,88.48833195,0,52.2544,122.8260421,6.395010112,8.803687255,0.104015007,1.125076173,0.378526624,17.49947797,0.017333425,0,0.014583564,0,0,Conventional,no,no,0,fall,0.007162338,100,5
307,1.366325102,4.735054835,0,16.40952381,2.872684492,0.35,0,165.5134728,210.104007,LowAcc,400000,11.866469,0.017754379,0.435613887,24.5355747,3.006041805,2.708502316,0.812550695,0.119262086,0.204346937,0.069391698,0.134955239,0.146731357,0.120623482,1.016397468,1,0,3,0.224332134,3,1,1,Titan,165.5134728,49.02816543,0,52.2544,113.2590728,9.00732245,8.707013915,0.131025109,0.997708834,0.22925829,16.54346575,28.60052949,0,0.014583564,0,0,Conventional,no,no,0,fall,0.010681556,100,5
308,0.68569591,2.970289668,0,12.86666667,2.519724981,0.35,0,149.7149456,275.8984614,LowAcc,400000,13.72690396,0.027684475,0.586750999,21.19422512,3.32092825,2.394312004,0.718293601,0.221183421,0.38196962,0.138178235,0.243791385,0.15103343,0.217329211,1.786122534,2,0,6,0.260368722,3,1,1,Titan,149.7149456,63.48912719,0,52.2544,97.46054563,5.029561893,7.042156485,0.084163706,1.864938471,0.286635626,14.96490576,4.684472937,0,0.014583564,0,0,Conventional,yes,yes,0,spring,0.009233863,100,2.9
309,0.37155936,2.513266623,0,17,2.80209259,0.35,0,159.5479665,320.347791,LowAcc,400000,13.76716383,0.059838607,1.147201051,19.17158679,4.966736379,2.482808377,0.744842513,0.309095318,0.445563936,0.169444843,0.276119093,0.14420977,0.30430022,1.855601484,2,0,5,0.282047889,3,1,1,Titan,159.5479665,73.22500803,0,52.2544,107.2935665,3.118289122,7.721880997,0.088005503,2.175433024,0.323331023,15.94744449,4.679590783,0,0.014583564,0,0,Conventional,yes,yes,0,summer,0.00920686,100,4.85
310,0.423915452,2.637470512,0,16.40952381,1.460846448,0.35,0,141.303715,252.639945,LowAcc,400000,14.28510761,0.039765079,0.827128014,20.80036137,4.50034417,2.349081365,0.70472441,0.117638771,0.078858962,0.044378411,0.034480551,0.144428271,0.116317774,1.750611731,2,0,6,0.248559361,3,1,1,Titan,141.303715,58.5128131,0,52.2544,89.04931498,4.115689361,6.836964987,0.074674425,0.38502306,0.267328233,14.12440705,4.717831197,0,0.014583564,0,0,Conventional,no,yes,0,summer,0.008873041,100,5
311,0.37155936,2.513266623,0,17,2.307949274,0.35,0,131.6408599,215.0728728,LowAcc,400000,14.17654915,0.041990611,0.892661654,21.25860145,4.553130264,2.278726883,0.683618065,0.171424381,0.075152921,0.044378411,0.03077451,0.140212448,0.168550811,1.695376071,2,0,2,0.228983094,3,1,1,Titan,131.6408599,50.81813743,0,52.2544,79.38645994,3.584910406,6.317605909,0.066130716,0.366928589,0.236403943,13.15465969,4.827099693,0,0.014583564,0,0,Conventional,no,yes,0,winter,0.089409877,10,3.2
312,1.261612919,4.631135889,0,17,2.731500688,0.35,0,164.3428858,208.2869936,LowAcc,400000,11.56653664,0.019588321,0.493041568,25.17018066,3.323538004,2.699419639,0.809825892,0.104518657,0.234203546,0.044378411,0.189825135,0.147868809,0.106082218,1.01283204,1,0,1,0.222983108,3,1,1,Titan,164.3428858,48.52869346,0,52.2544,112.0884858,8.583596016,8.526656741,0.128550359,1.143481523,0.227200304,16.42650792,28.50921593,0,0.014583564,0,0,Conventional,yes,no,0,winter,0.01095854,100,5
313,1.261612919,3.319350262,0,8.733333333,2.731500688,0.35,0,157.4568825,296.6651534,LowAcc,400000,15.02574673,0.015302093,0.279916708,18.29270725,2.124974989,2.433277729,0.729983319,0.082575368,0.1353674,0.044378411,0.090988989,0.149183464,0.087891378,1.816714721,2,0,6,0.270128716,3,1,1,Titan,157.4568825,67.79014493,0,52.2544,105.2024825,8.230191584,7.697953136,0.09360675,0.660921337,0.302956975,15.73848614,4.673638124,0,0.014583564,0,0,Conventional,no,no,0,spring,0.028118924,30,5
314,1.052188552,3.132156708,0,9.323809524,2.80209259,0.35,0,144.5518889,252.75727,LowAcc,400000,14.75099122,0.017020711,0.319707791,18.78345679,2.26168513,2.346550022,0.703965007,0.1378235,0.168017434,0.081898341,0.086119093,0.148693764,0.138930024,1.74862436,2,0,1,0.247881823,3,1,1,Titan,144.5518889,58.24711997,0,52.2544,92.29748888,6.739769972,6.959098329,0.080917702,0.820332718,0.266235287,14.44897897,4.72045237,0,0.014583564,0,0,Conventional,no,yes,0,spring,0.028642674,30,5
315,1.418681194,3.51991701,0,8.733333333,1.672622154,0.35,0,148.9275605,264.2091611,LowAcc,400000,14.41425024,0.013796628,0.255841846,18.54379466,1.997359614,2.36776792,0.710330376,0.090813768,0.155546336,0.056885055,0.098661281,0.149821973,0.096891877,1.76528264,2,0,4,0.253504972,3,1,1,Titan,148.9275605,60.56855328,0,52.2544,96.67316052,8.331144558,7.049054661,0.087742846,0.759443502,0.275354774,14.88622201,4.701061321,0,0.014583564,0,0,Conventional,no,no,0,spring,0.008793545,100,3.95
316,0.37155936,2.513266623,0,17,1.672622154,0.35,0,142.4945472,236.7063014,LowAcc,400000,14.42631387,0.043890037,0.933092538,21.25978,4.612421453,2.364939066,0.70948172,0.186129687,0.076316775,0.044378411,0.031938364,0.015358719,0.183189142,1.763061692,2,0,6,0.252762499,3,1,1,Titan,142.4945472,60.31255248,0,52.2544,90.24014721,3.386298767,6.858626333,0.074610964,0.37261102,0.274144314,14.24340286,4.703316914,0,0.014583564,0,0,Conventional,no,no,0,summer,0.087861911,10,5
317,0.37155936,2.513266623,0,17,2.872684492,0.35,0,132.6826324,216.0517937,LowAcc,400000,13.37097993,0.049042132,1.011404378,20.62317302,4.757226182,2.279707717,0.683912315,0.260964981,0.366736762,0.106911627,0.259825135,0.13012672,0.256318038,1.696146129,2,0,4,0.229267502,3,1,1,Titan,132.6826324,50.92918178,0,52.2544,80.42823236,3.150515695,6.156241526,0.066592891,1.790565166,0.236843433,13.25871975,4.82498855,0,0.014583564,0,0,Conventional,yes,no,0,winter,0.094796606,10,5
318,1.209256827,4.373704532,0,15.81904762,1.602030252,0.35,0,158.8761701,193.6584559,LowAcc,400000,12.07029755,0.018396031,0.456635521,24.8225029,2.883223964,2.642673682,0.792802105,0.233258458,0.250116599,0.138178235,0.111938364,0.15221788,0.228714869,0.990556271,1,0,1,0.214362655,3,1,1,Titan,158.8761701,45.41929084,0,52.2544,106.6217701,7.496082273,8.27319124,0.118559316,1.22117583,0.214205977,15.88025508,27.98442598,0,0.014583564,0,0,Conventional,no,yes,0,winter,0.035003929,30,4.55
319,0.37155936,2.469233113,0,16.40952381,1.672622154,0.35,0,138.6351135,236.7974667,LowAcc,400000,13.47960082,0.052723971,1.03981578,19.721879,4.724948842,2.325731314,0.697719394,0.286598188,0.402148555,0.150684878,0.271463677,0.120071436,0.281919959,1.732279487,2,0,6,0.242237629,3,1,1,Titan,138.6351135,55.99598611,0,52.2544,86.38071353,2.932836824,6.542807971,0.070675059,1.963460632,0.257193318,13.8577629,4.745407145,0,0.014583564,0,0,Conventional,yes,yes,0,spring,0.094032719,10,5
320,1.052188552,3.229813916,0,9.914285714,1.53143835,0.35,0,151.8632383,263.7069717,LowAcc,400000,14.44332373,0.017796596,0.350340402,19.68581018,2.460595685,2.405125336,0.721537601,0.091243537,0.113039692,0.044378411,0.088661281,0.125868759,0.093833508,1.794612135,2,0,6,0.263113503,3,1,1,Titan,151.8632383,64.69342831,0,52.2544,99.60883832,6.839108202,7.270688723,0.088425073,0.551907951,0.291192484,15.17956068,4.679943326,0,0.014583564,0,0,Conventional,yes,yes,0,summer,0.029252812,30,5
321,0.528627635,2.891778991,0,15.81904762,2.872684492,0.35,0,136.5608042,231.829011,LowAcc,400000,13.9147752,0.031224708,0.675599383,21.63669167,3.964666293,2.307197666,0.6921593,0.110026661,0.091406243,0.050631733,0.04077451,0.144611262,0.109157738,1.717728627,2,0,6,0.23709992,3,1,1,Titan,136.5608042,53.90513195,0,52.2544,84.30640423,4.734541314,6.460063737,0.073138274,0.446284233,0.249060649,13.65048682,4.77311369,0,0.014583564,0,0,Conventional,no,no,0,spring,0.009109191,100,3.35
