Case,Planform,Span,Wing_AR,Wing_dhl,Power,L/D,Fuse_L,Fuse_D,PropulsionN,Tail_type,Winglet,Wing_folding,Season,Mass,Sensor_Swath_width,t_mission,Aeroshell_Diameter
50,0.862960209,2.251043159,11.54869755,2.127938277,243.060886,22.39042737,2.40041482,0.747926596,3,Conventional,no,yes,winter,150.1980648,30,0.033474803,2.930170652
51,0.691033949,3.251808069,12.56249253,2.02406111,399.0527509,21.41123568,2.391991827,0.744768658,3,Conventional,no,yes,fall,140.7354013,30,0.083470296,2.336935826
52,0.586679193,3.011017211,8.053017402,2.456241003,415.30794,20.43957383,2.563730878,0.779497208,3,Conventional,yes,yes,winter,171.2175428,30,0.008799651,2.616919297
53,0.708184497,4.054393393,14.07351599,1.903153016,380.0085742,23.74173418,2.499603377,0.746323003,4,V-tail,yes,yes,winter,170.1148324,30,0.030352976,2.366810062
54,0.994166204,3.5829659,15.66332614,2.258971294,462.7752993,17.23950598,2.601769433,0.763951794,3,V-tail,no,yes,summer,165.3508695,30,0.007647908,3.309030505
55,0.884682866,3.587227389,11.63890805,1.850399878,347.7179676,20.56890653,2.345131347,0.725774848,6,Conventional,yes,yes,spring,144.8425601,30,0.030374783,3.14574052
56,1.099603887,3.950525233,15.52480908,1.829327062,380.0831135,19.3290318,2.595701798,0.722442963,6,V-tail,yes,no,spring,175.6657813,30,0.089790037,3.7196281
57,1.084328388,3.622723306,9.215074922,1.824743146,311.1353555,22.19791454,2.509615356,0.771407813,3,V-tail,yes,yes,fall,174.5862381,30,0.089403401,2.597958714
58,0.687888398,2.649130212,15.48142928,2.224519413,330.5628893,19.26773215,2.541840637,0.795380274,5,V-tail,no,no,summer,171.167259,30,0.087377989,3.542269339
59,1.068985329,2.985711138,11.03526403,2.41601311,452.5068396,24.25835661,2.543274252,0.761021937,4,Conventional,yes,no,spring,151.4632861,30,0.079330012,3.092919995
60,1.137966239,2.796296683,12.53173021,2.138558832,366.6770608,19.64657937,2.571955548,0.724849729,4,V-tail,no,yes,winter,169.2256557,30,0.008637288,2.394888339
61,0.497287129,4.618585179,10.84443216,2.146684151,409.2135859,15.05537079,2.512917987,0.729933405,4,Conventional,yes,yes,fall,154.2559011,30,0.007518353,3.044025687
62,0.530890623,2.980623487,10.14884628,1.64754642,393.7514839,21.38119154,2.543419287,0.733104021,2,V-tail,yes,no,spring,161.2786878,30,0.033325679,2.687798866
63,1.051746295,3.102447397,13.90502706,2.902561895,231.3189024,17.99105332,2.620118182,0.728395864,4,V-tail,no,no,spring,147.9801094,30,0.028657701,2.990564433
64,1.09986639,2.672863469,13.33777216,2.033904476,426.3111912,19.65786388,2.431943325,0.740381902,3,V-tail,no,yes,spring,132.8363457,30,0.025845308,2.821300006
65,1.10899148,3.734532767,13.05421628,2.353230575,290.3773316,20.56393222,2.409694701,0.728233865,6,V-tail,yes,yes,fall,157.7848741,30,0.010183018,3.235979572
66,0.805517884,3.756587153,12.20379637,1.961973584,353.0790494,20.21802341,2.54735033,0.73820548,2,Conventional,yes,yes,summer,170.9689516,30,0.028441581,2.933856588
67,0.464342598,3.29171923,10.69073707,1.900832776,423.1601298,19.34172886,2.592123746,0.752437925,5,V-tail,yes,yes,winter,168.9923326,30,0.10162336,2.605528816
68,0.937755132,3.337811202,7.478233898,2.50447478,370.8564295,19.07707292,2.380139653,0.753105883,4,Conventional,no,no,fall,148.475307,30,0.029877921,2.958549436
69,1.177784705,3.761898622,14.15936761,2.255733878,315.5008002,15.33027817,2.543349913,0.755080972,3,V-tail,no,no,winter,170.931761,30,0.03083319,2.826624057
70,0.541112018,3.668193249,11.5803461,2.217808858,409.1599358,23.60301566,2.417126616,0.738168572,4,V-tail,no,no,summer,137.8921687,30,0.085842772,3.161598486
71,1.004981566,3.487039361,10.89867245,1.715356355,383.2374694,21.65480359,2.52027227,0.703719144,4,Conventional,no,yes,summer,158.4138557,30,0.09115056,3.055163932
72,1.016121412,3.483588748,9.972193976,2.180164502,327.972896,18.94580104,2.565623834,0.680206769,4,Conventional,no,no,winter,162.2011618,30,0.088033015,2.794879867
73,1.118537581,2.622186098,10.6416303,2.185348712,320.0947141,21.44739552,2.540074172,0.767465869,3,V-tail,no,no,summer,167.404623,30,0.094924448,2.854094165
74,0.624541478,2.725191915,12.27029315,2.429333101,338.2348256,19.32536332,2.569971659,0.766031253,4,V-tail,no,yes,summer,169.3237753,30,0.090123815,3.316195523
75,0.93293666,2.915552473,13.29230692,2.637405364,453.1131222,18.57632181,2.570049825,0.74337392,4,Conventional,no,no,spring,158.4254365,30,0.028650425,2.918164759
76,1.126849589,2.389362527,14.57868797,2.06057407,319.9315184,17.47296024,2.454545714,0.78473615,4,V-tail,yes,yes,winter,166.7380075,30,0.02959676,3.132464894
77,0.920453704,3.58598265,13.75276751,2.461615521,236.9844071,23.44602741,2.405127553,0.773605945,4,V-tail,no,yes,fall,170.4889257,30,0.007995042,2.770234271
78,1.193100033,3.492922246,10.32849202,2.467850731,246.6186778,23.22591774,2.632873228,0.786795924,5,Conventional,yes,yes,winter,170.9839833,30,0.087692751,2.989696563
79,0.692768807,3.082978326,10.25716038,2.228227315,423.665991,15.77218442,2.58352108,0.733287993,2,Conventional,no,no,winter,164.4834412,30,0.087692751,2.888684623
80,0.92028179,4.072447194,10.08871814,2.114420586,228.1792413,18.08169219,2.605199613,0.706245805,3,V-tail,yes,yes,fall,149.3707964,30,0.105262389,3.9655852
81,1.054276347,4.286900466,13.12638623,2.981568954,326.7054387,20.08293681,2.334563742,0.744615495,3,Conventional,yes,yes,winter,159.1969971,30,0.077946085,3.080569066
82,0.840964612,2.744372515,13.6141336,2.102104283,260.7697136,21.80595661,2.633944698,0.738653422,3,V-tail,no,yes,summer,157.4047344,30,0.009350074,2.905932725
83,0.776265947,3.428284194,14.90470694,2.207199447,341.6603407,18.38753417,2.491516982,0.759618344,2,V-tail,yes,no,winter,165.5680445,30,0.008871556,3.716618613
84,1.001727771,2.654854344,12.50542429,2.176740918,372.9851887,23.13795946,2.675087636,0.719232963,6,Conventional,no,no,summer,177.9382381,30,0.00870178,3.090820964
85,0.651540945,3.657773211,10.78280712,2.053072075,411.4255664,21.39486835,2.401472209,0.70346315,4,Conventional,yes,no,fall,130.8634493,30,0.028900543,3.060464816
86,0.831508949,4.457001563,13.62463862,2.023916571,289.6485237,23.30191016,2.395731296,0.758458391,2,V-tail,no,yes,spring,176.0387382,30,0.033442197,2.721503748
87,0.862047708,2.99806416,11.4260618,1.584081577,481.8471651,21.77779314,2.427467141,0.736237017,4,V-tail,no,yes,winter,110.206418,30,0.007518353,3.451737288
88,0.719140128,1.961917276,8.276784876,1.994884036,307.7698299,19.29202963,2.603260716,0.74060242,3,Conventional,no,no,summer,167.1068907,30,0.07624835,3.224490518
89,1.204440652,2.554594307,12.76649816,2.274927467,378.7614706,24.63977245,2.434090838,0.753011192,4,Conventional,no,no,spring,148.7373478,30,0.028900543,3.140264105
90,0.868225437,4.168415625,14.15272798,2.159738381,260.0872353,17.36318171,2.470324885,0.809169341,3,Conventional,yes,no,winter,174.1303814,30,0.080636431,3.305582027
91,1.043422497,3.260100075,10.56762874,2.106656889,303.2550975,19.7550322,2.544825661,0.69704676,5,V-tail,no,yes,fall,161.1513721,30,0.008256242,2.81057085
92,1.048942812,3.411929946,9.561723988,2.243309938,319.5033218,19.74484528,2.536480929,0.735938884,3,V-tail,yes,yes,winter,168.9858155,30,0.088285619,3.863564683
93,1.317871812,1.804371723,13.3135412,2.035897477,288.7500083,20.05334418,2.52810633,0.803391298,3,V-tail,yes,yes,spring,170.3869254,30,0.027444267,3.179456053
94,1.03803854,3.845746502,11.07851666,2.000936806,423.8265101,19.27966153,2.571282837,0.762342014,3,V-tail,no,yes,fall,171.4468775,30,0.00852603,3.949968226
95,1.013147182,4.582503876,12.91199187,2.716384968,331.4003579,16.54667775,2.48252401,0.736475414,4,Conventional,yes,yes,spring,164.9076788,30,0.030483263,3.172259041
96,0.880954888,3.192398793,11.0344187,1.911625996,374.4888095,20.46434576,2.469919238,0.755179376,4,V-tail,no,yes,summer,158.8165046,30,0.085664832,3.048345058
97,0.768823608,3.862085995,13.56576201,2.000764359,477.9733796,20.13888582,2.542128454,0.721250657,5,Conventional,no,yes,summer,143.1415693,30,0.009770687,2.529666636
98,1.050114206,2.665479208,10.14948702,2.439772565,306.3129359,17.88765435,2.572476988,0.715971359,4,Conventional,yes,no,summer,168.0212793,30,0.094952001,2.758269729
99,1.062562768,3.049945656,9.819077657,2.4729854,314.8411388,24.08687408,2.444415599,0.758528501,4,Conventional,yes,yes,summer,162.2573419,30,0.030300752,3.274463308
100,0.700037975,2.728757474,8.093986806,2.182120131,352.6085859,23.48874963,2.478229651,0.771239794,5,Conventional,no,yes,winter,165.597344,30,0.009859666,3.208455033
101,0.41153234,3.620106631,10.22907187,2.339864481,259.5841072,19.20369439,2.632743092,0.763245087,3,Conventional,no,yes,winter,169.3973773,30,0.032849388,3.054047581
102,0.328185259,3.603306753,12.67440532,1.826461878,361.4330113,21.78284437,2.367280205,0.771107661,3,V-tail,no,no,fall,151.9500591,30,0.02504573,2.87150818
103,0.845334517,4.511854227,14.48754459,2.213159748,375.3633162,23.90129254,2.546812903,0.729321864,5,Conventional,yes,no,spring,178.4196466,30,0.080532998,2.513284058
104,1.16443821,3.012700477,11.62333356,2.379232194,256.5451234,22.14343214,2.418734511,0.733108315,5,V-tail,yes,no,spring,154.1715096,30,0.008963188,2.670290507
105,1.321461796,2.958611787,11.6276449,2.035381377,374.2815566,19.58712105,2.399278025,0.734556665,5,V-tail,yes,no,spring,145.0300912,30,0.032225726,2.942342811
106,0.957861979,3.041871042,10.87129185,2.431734507,310.407488,23.59938301,2.57120539,0.755125959,3,Conventional,yes,no,summer,170.0976146,30,0.087857122,2.064642119
107,1.188476829,3.347466455,10.61416107,2.597526694,293.5539995,20.66699384,2.487175247,0.760377456,5,Conventional,no,yes,spring,167.9100066,30,0.072516736,2.704241614
108,1.199218092,4.018651824,5.403544676,1.867571968,449.4548855,17.60673832,2.462795575,0.710160336,4,Conventional,yes,no,winter,136.3977548,30,0.009166455,3.501633562
109,1.177269993,2.940454698,14.3127975,1.558373166,387.4360254,18.77258801,2.530929552,0.748889407,3,V-tail,yes,yes,winter,164.0295628,30,0.031184241,2.800772962
110,0.574487012,3.349650088,11.39053977,2.254870057,338.4739044,20.68518537,2.479880811,0.759886386,5,V-tail,no,yes,spring,168.3975752,30,0.027269274,2.873824846
111,1.050700793,3.382162777,14.11890746,2.236661347,317.5614126,20.21797009,2.666612754,0.730968508,3,V-tail,yes,no,fall,178.8232139,30,0.101910555,3.411014737
112,0.9641597,3.710896321,9.744369364,2.627917416,354.6500452,19.33092003,2.499625747,0.717824651,5,Conventional,yes,yes,spring,164.4024997,30,0.009025057,2.796159173
113,0.935970943,2.35418596,11.7782491,2.100150164,464.465537,18.64572818,2.531672967,0.72334187,3,V-tail,yes,no,summer,136.5799329,30,0.088500119,3.05450813
114,0.86078246,2.672379165,13.52006413,2.142944382,260.5609591,20.09360564,2.368404777,0.711710318,2,Conventional,no,yes,summer,144.6659486,30,0.094032719,2.929087492
115,0.555204303,2.648970861,11.06647373,2.185251147,304.7035291,22.63872272,2.353754438,0.769847764,3,V-tail,no,no,fall,157.6168923,30,0.035003929,3.240245671
116,1.153967311,4.17680513,8.814272057,2.007605783,341.3658086,21.68959987,2.557735646,0.704964493,3,V-tail,yes,no,summer,170.3012603,30,0.00870178,2.833934001
117,0.798393153,3.452112284,12.25544118,2.665385562,308.6764112,22.46675941,2.418488472,0.717874792,5,Conventional,yes,yes,fall,154.4669266,30,0.007918058,3.617073758
118,1.022016715,3.240990999,12.66823789,1.712157762,411.7793249,20.53341884,2.438046501,0.785769684,4,V-tail,yes,no,summer,146.9753025,30,0.032426488,2.561153968
119,0.78935073,3.663343093,16.96547764,1.935533375,416.0486584,22.09193444,2.500658633,0.737992337,2,Conventional,no,no,winter,153.5679634,30,0.084757126,3.07551067
120,0.925311566,2.513459015,12.89354746,1.991107507,383.144911,21.77702255,2.460942054,0.790404019,5,Conventional,yes,no,spring,157.0842225,30,0.089790037,3.519959708
121,0.647980316,2.157335278,9.620862769,2.506860101,218.5914587,19.46328094,2.568363696,0.775930737,4,Conventional,no,yes,winter,155.4212212,30,0.091851802,3.62474826
122,1.031377323,3.214818153,13.38052207,2.496765633,489.745343,20.39437157,2.608598801,0.711770212,4,Conventional,no,yes,summer,153.8597766,30,0.028042763,2.559949615
123,1.122056525,3.959032393,12.94377205,2.175776967,328.540608,23.58876334,2.402999303,0.701492647,3,V-tail,no,yes,winter,153.8637009,30,0.077946085,3.206706424
124,0.76338532,3.889352415,9.955334652,1.996181123,379.4318131,17.22344254,2.524033571,0.745759759,3,V-tail,no,yes,summer,166.4673334,30,0.08432154,2.685364347
125,0.836304168,2.579252267,14.36845511,1.970085128,298.3208876,22.31968839,2.534161234,0.730927247,4,V-tail,no,no,fall,161.0394259,30,0.099811792,2.595323695
126,1.112243567,2.969675527,13.76959722,2.691983144,270.286362,23.42460536,2.563496169,0.755114333,2,V-tail,no,no,spring,165.2231425,30,0.088683992,2.991879397
127,1.101304215,3.268464108,12.47475581,2.116128185,362.0560736,21.28409437,2.542935504,0.742826617,3,Conventional,no,no,fall,167.0455014,30,0.089403401,2.842244794
128,0.89407861,3.812467872,12.70142137,2.237700082,359.5378957,19.44559671,2.435333071,0.73120517,4,Conventional,no,no,fall,154.8015488,30,0.02792837,2.716151768
129,0.704694313,3.448165389,13.10654745,2.018571568,322.1158952,18.23523207,2.473215185,0.70352386,5,Conventional,no,yes,spring,154.6668944,30,0.027451057,2.848241564
130,0.748666164,4.308314945,10.53708812,1.55044264,389.7528965,19.49723906,2.297164969,0.753177409,2,Conventional,yes,yes,summer,133.0674094,30,0.008783811,2.686956288
131,0.865931855,3.012318426,8.965723549,2.16249243,279.7978076,23.70223989,2.638135116,0.784341935,3,Conventional,no,no,summer,170.8586822,30,0.008840506,3.2532255
132,0.76179222,2.700227991,14.57160945,2.25419435,329.5425972,18.63370565,2.435585297,0.73785767,3,Conventional,yes,yes,spring,155.0582727,30,0.091851802,3.238018065
133,1.037608008,2.362259075,10.64127998,2.665679946,404.1929096,19.03175537,2.480939855,0.753630608,3,V-tail,no,yes,spring,148.4244488,30,0.033675939,2.935758627
134,1.031211775,4.215405571,10.77549281,1.884176059,291.8962247,20.95058561,2.241265141,0.822688708,5,Conventional,yes,no,summer,177.1160114,30,0.008964513,2.827107992
135,0.789346502,3.091383685,12.2778564,1.706958127,319.5756268,19.08939302,2.588563222,0.721357817,2,V-tail,no,no,winter,168.5524146,30,0.009138777,3.802046209
136,0.879738459,2.43887554,10.16511635,2.237700151,367.4508544,22.4226593,2.408571305,0.724441541,3,Conventional,no,no,fall,140.7409607,30,0.030038701,2.907355273
137,1.055953777,2.789692721,13.45269696,2.195217324,342.3362902,24.8736099,2.366458362,0.766938766,3,Conventional,yes,yes,summer,150.8382272,30,0.032607851,3.240989316
138,0.658263845,4.072424108,11.06919866,2.244984649,367.546996,17.03422293,2.607979964,0.727108964,3,V-tail,yes,no,winter,176.9496534,30,0.007518353,2.77407435
139,1.007301222,3.74631315,11.2941354,2.168011006,376.3131956,18.21476293,2.465741884,0.71951486,3,V-tail,no,yes,fall,156.9520064,30,0.009402549,2.535414014
140,1.024656075,3.028084534,17.11285469,2.320767641,459.0398608,25.41517817,2.227591994,0.818209869,4,Conventional,yes,yes,spring,91.74637322,30,0.008894696,3.341561702
141,0.8587667,2.470411214,12.34905194,1.985676352,400.3934442,19.29811368,2.597243063,0.783775959,2,V-tail,yes,no,summer,170.5420192,30,0.02715102,2.725035037
142,1.095918274,2.704458727,11.99064608,1.783537248,245.824539,20.43574829,2.59996604,0.744135788,2,V-tail,yes,yes,summer,156.4515025,30,0.078851783,2.634966956
143,1.06852615,3.312959032,15.34956582,2.707769512,340.7987404,17.91363927,2.402721864,0.745723444,3,Conventional,no,yes,fall,154.1386394,30,0.02321151,3.641994501
144,0.80417207,4.075622032,13.20361089,2.479988906,325.6503408,17.4699236,2.479889543,0.7884578,4,Conventional,yes,yes,winter,175.4214776,30,0.007117416,3.661172627
145,0.285729247,3.698545812,11.69112954,2.482464213,309.5471098,21.38814863,2.546333714,0.72369124,1,Conventional,no,yes,fall,167.988943,30,0.087812699,3.497050964
146,0.883340553,2.439594779,13.51986113,2.055134346,292.7709578,23.96371293,2.563964248,0.757255261,4,Conventional,no,yes,winter,165.6541698,30,0.00801726,3.167566663
147,1.263131874,3.288080068,11.46868891,1.939787666,368.0813558,16.05770152,2.498535711,0.744248575,4,Conventional,yes,no,winter,162.7103364,30,0.006810722,2.642955266
148,1.000524836,3.684013543,8.48351295,1.71258881,398.4412957,22.35804494,2.392691846,0.744571706,3,Conventional,no,no,spring,142.913091,30,0.009051899,2.892264251
149,1.038068534,4.795621701,8.010327208,2.172679912,430.0910522,26.22576931,2.588273781,0.737113995,2,Conventional,yes,no,summer,179.8061209,30,0.024328308,3.156506056
150,0.303740227,2.926737946,10.33695938,2.242794244,363.4294738,20.60065052,2.536499232,0.753080606,5,Conventional,no,no,fall,166.2268992,30,0.028174839,3.507658552
151,0.642102415,2.700499617,9.561037977,2.193153532,348.4497974,25.14568382,2.285444273,0.788695276,4,Conventional,no,no,winter,149.4838166,30,0.028650425,2.515346258
152,1.127318726,2.818377344,9.347752944,1.756812812,263.1647548,19.87635839,2.598905251,0.752350854,4,Conventional,no,no,fall,163.9922613,30,0.023256452,2.62547707
153,1.207328349,2.829870294,13.23880844,1.933686644,329.5803813,20.43535934,2.487255887,0.76417851,4,V-tail,yes,no,winter,166.111482,30,0.009085159,2.596978703
154,0.976743393,2.512218909,9.710750183,2.320142524,241.4273727,19.27759463,2.454296041,0.747777858,3,V-tail,no,yes,spring,153.9095396,30,0.028756357,2.791729894
155,1.00541804,2.864687087,10.37653286,2.227850564,307.3368291,22.76069165,2.543475491,0.758350324,4,V-tail,no,no,winter,169.4551395,30,0.008944689,2.9384256
156,1.365938976,3.992894402,10.02527962,2.048715231,432.1243279,20.90181108,2.444843115,0.728153709,3,V-tail,no,no,fall,142.0200832,30,0.007918058,3.158838514
157,0.729684269,4.043256765,10.02804229,1.761002184,297.9261253,19.79722841,2.539906212,0.746210805,4,Conventional,no,no,winter,168.3901265,30,0.029616701,3.751329195
158,0.920731207,3.435252401,14.20117497,2.176751943,309.4271011,21.93772272,2.470846093,0.755472606,6,V-tail,no,yes,summer,163.3725384,30,0.088962014,2.814430762
159,0.770606132,2.573110457,10.82964926,1.900838522,313.1011155,22.32087808,2.521570328,0.698850388,2,V-tail,no,no,winter,154.6606732,30,0.095833422,2.84128735
160,0.979246898,2.574479952,9.738010193,1.85157596,304.2037793,21.56675596,2.627451163,0.760609378,3,V-tail,no,no,spring,173.4723424,30,0.008443399,3.900232362
161,0.962109862,2.493475857,12.67695404,2.32994182,493.540137,19.49356168,2.557027539,0.775845117,5,Conventional,no,no,spring,140.1309325,30,0.028904839,3.230035598
162,0.914457689,4.124439283,11.3027756,2.415509992,364.7545665,19.46210047,2.323245035,0.808887259,5,Conventional,yes,yes,spring,159.4062321,30,0.029975202,2.929467451
