Case,drbatt,dtbatt,EQ_W_Wing,EQ_W_Therm,Foil0,Foil1,FOS,Fuse_d,Fuse_L,Fuse_Lt,Ht_S,NACA0,NACA1,Nz,Panels,PassN,PfracBattery,PfracRTG,PfracSpanels,Planet,PropBlade,PropD,PropN,PropulsionN,rho_b,rho_s,RTGfuelfrac,RTGfueltype,tstart,tmission,Type,Tail_type,Winglet,Ult_n,Ult_s,Vm,Vt_S,Wing_AR,Wing_dhl,Wing_S,Wing_Sweep,Wing_TR,Wing_fin_S,Wing_fin_TR,Cruise_Alt,Min_Alt,Cruise_V,RoC_min_alt,RoC_max_alt,Accel,Wing_folding,Sensor_swath_width,Num_Folds,Season,D_shell,Area_coverage
519,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.048114751,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.025335121,6.584397774,1.488549445,1.378795572,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,3.309726598,4.00E+05
520,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.048740078,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.015224871,11.35273888,1.823412847,1.306381202,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,2.375055583,4.00E+05
521,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.086494976,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.024733454,16.2767644,2.138654956,1.317591057,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,fall,4.927154761,4.00E+05
522,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.163200566,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.00938973,13.54946885,1.650349878,0.465475003,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,4.862485727,4.00E+05
523,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.136190912,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.019208758,14.77003384,2.525488322,1.358960422,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,4.967142402,4.00E+05
524,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.140412016,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.019216232,16.31331988,1.834563721,0.840523248,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,3.019773407,4.00E+05
525,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.116090999,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.015887063,16.44205331,2.307343399,0.58845535,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,3.470386096,4.00E+05
526,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.113277933,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.025965056,12.68826984,1.776214667,0.381553422,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,3.445818311,4.00E+05
527,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.059013061,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.025172814,5.313456249,1.506599371,0.406707561,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,3.282257228,4.00E+05
528,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.15511687,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.021737924,8.369189123,1.538142075,0.634674324,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,2.023883983,4.00E+05
529,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.104551742,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.024614562,15.38998496,2.713918236,1.254020113,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,2.554598561,4.00E+05
530,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.079191306,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.015530281,11.31711618,1.504753791,0.892657274,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,4.58844916,4.00E+05
531,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.14691707,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.018809415,6.544920408,2.598801768,0.405480956,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,summer,3.927611904,4.00E+05
532,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.11044866,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.025543604,6.316148025,2.698491766,0.672562776,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,4.108489956,4.00E+05
533,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.105903121,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.029301491,13.43313707,1.49364046,0.859763257,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,summer,4.165921416,4.00E+05
534,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.061034196,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.016417267,16.08288836,2.215256227,0.976360179,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,summer,4.604382423,4.00E+05
535,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.149948876,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.023361418,12.89859221,2.369092777,1.084496436,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,4.963253571,4.00E+05
536,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.049367498,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.013384154,16.1384953,1.519859798,0.485354597,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,2.049128989,4.00E+05
537,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.059874142,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.012590398,12.44696379,1.60693412,1.368891768,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,fall,2.004430331,4.00E+05
538,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.167012506,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.009298767,6.642285757,1.82588303,1.385519737,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,2.73889942,4.00E+05
539,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.150589784,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.025491857,11.59846381,1.779592392,1.012629879,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,2.020502285,4.00E+05
540,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.059097003,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.016776304,11.47475016,2.246654468,0.876930633,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,3.11887835,4.00E+05
541,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.15061213,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.013470829,6.19611795,1.492714376,1.309906757,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,2.827488005,4.00E+05
542,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.105672525,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.020611175,14.32183617,1.465664929,0.604512885,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,3.738259555,4.00E+05
543,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.088046454,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.009988754,11.29662169,1.59679212,0.913741528,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,2.231097038,4.00E+05
544,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.055408776,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.014858827,14.49837668,1.559028955,0.754055023,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,2.720756915,4.00E+05
545,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.079517572,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.009413585,12.39856374,2.590268134,0.888576672,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,2.872621628,4.00E+05
546,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.160791056,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.01224205,5.697547206,2.338828895,1.223184861,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,4.728448063,4.00E+05
547,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.167079606,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.017589313,5.64393874,2.434226993,0.894123628,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,2.063940778,4.00E+05
548,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.057461051,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.017597774,9.484350163,2.822681847,0.591179488,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,4.847870226,4.00E+05
549,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.16636124,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.026413886,6.189682852,2.804080193,0.61293856,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,2.34837596,4.00E+05
550,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.110884304,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.029553906,6.827400368,1.667672027,0.661297297,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,4.809179017,4.00E+05
551,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.168764003,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.025142469,11.48278645,2.83536251,0.55168093,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,2.950579051,4.00E+05
552,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.119392595,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.030831619,7.028742474,2.868773545,0.529414063,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,3.912060404,4.00E+05
553,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.105722864,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.018903413,10.75846606,2.293271799,1.022429081,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,4.993525843,4.00E+05
554,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.15358897,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.026340028,8.364849743,2.441815515,1.33414985,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,4.766519182,4.00E+05
555,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.062622115,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.019500366,5.75043552,1.721199968,0.821915421,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,fall,3.142645033,4.00E+05
556,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.05276532,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.027084808,16.98837624,1.683498808,0.463474891,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,summer,4.414158641,4.00E+05
557,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.129556684,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.020131403,11.29509508,2.360975577,0.505846746,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,3.289794626,4.00E+05
558,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.163091963,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.015747661,13.73599523,1.768671412,0.720324281,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,3.781329563,4.00E+05
559,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.149076357,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.027086204,14.53434557,2.574331316,1.411163138,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,4.236929907,4.00E+05
560,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.060363911,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.028297372,7.090746212,2.598859349,1.245666483,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,2.338699828,4.00E+05
561,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.168861246,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.020835823,10.10139344,2.759669749,0.388957471,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,3.579582239,4.00E+05
562,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.160856838,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.028970311,9.518339631,2.777718499,1.158751109,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,fall,3.836646539,4.00E+05
563,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.133633112,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.016272336,5.271041069,2.043383005,1.347825088,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,winter,2.094843523,4.00E+05
564,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.120757339,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.025118843,6.74924093,1.896899895,0.814672639,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,4.330371313,4.00E+05
565,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.12539683,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.031937806,10.24195954,2.476452115,1.264479674,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,summer,2.210777149,4.00E+05
566,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.047157273,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.025757446,8.809758938,2.141614241,0.897551741,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,fall,2.425954958,4.00E+05
567,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.116714272,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.017161955,12.19645466,1.953954424,1.110492244,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,4.640067227,4.00E+05
568,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.161108319,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.023077367,13.21109127,2.849421432,1.363746119,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,4.184970942,4.00E+05
569,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.092328363,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.015446273,5.908869393,2.117226618,0.474350641,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,3.909936705,4.00E+05
570,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.079441419,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.024519023,14.31492126,2.115925063,0.549699072,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,4.83960631,4.00E+05
571,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.091886476,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.029250256,8.163154254,1.543632617,0.761399059,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,summer,2.815164644,4.00E+05
572,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.15937581,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.011121856,15.90895075,2.487830795,0.827450833,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,4.466925563,4.00E+05
573,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.166568486,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.009781282,7.278466895,2.542776556,0.481417807,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,3.690037865,4.00E+05
574,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.122015545,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.01085293,5.82751509,2.479951524,1.121677625,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,2.344538762,4.00E+05
575,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.162001588,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.013959477,10.88598671,1.462027805,0.673841185,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,fall,4.386096503,4.00E+05
576,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.129074943,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.019479526,12.69556879,2.431166916,0.976663228,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,2.239394872,4.00E+05
577,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.085622933,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.010316106,16.68334728,2.72929629,0.411136945,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,fall,3.608722303,4.00E+05
578,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.099672632,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.015770819,11.16588464,2.033223007,0.729681505,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,2.955180127,4.00E+05
579,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.045219256,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.010510373,15.9111963,2.1810366,0.881713653,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,3.540453981,4.00E+05
580,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.053449589,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.018067761,11.07792013,1.991836258,0.983780698,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,fall,2.205162353,4.00E+05
581,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.091684713,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.031329568,13.71103098,2.528197988,0.572626877,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,4.104010014,4.00E+05
582,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.138750707,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.028153483,13.30124982,2.808657123,0.726812929,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,3.784143176,4.00E+05
583,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.164315307,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.024088791,9.913334369,2.415895986,0.830232934,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,4.935189144,4.00E+05
584,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.158372955,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.022077104,16.96836992,1.723334811,0.547287474,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,3.241717207,4.00E+05
585,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.131343665,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.012499245,7.084821356,1.888204331,0.569832521,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,2.373868916,4.00E+05
586,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.101280767,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.015035851,16.17493291,2.261713544,0.913701967,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,2.039971195,4.00E+05
587,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.123295545,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.022551915,14.91346833,2.527573952,0.398003863,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,3.979979839,4.00E+05
588,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.15469931,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.020832986,16.05098455,2.101356124,0.503362388,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,4.578661397,4.00E+05
589,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.168473681,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.009137922,14.62682536,2.293606423,0.620421027,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,4.78576342,4.00E+05
