Case,drbatt,dtbatt,EQ_W_Wing,EQ_W_Therm,Foil0,Foil1,FOS,Fuse_d,Fuse_L,Fuse_Lt,Ht_S,NACA0,NACA1,Nz,Panels,PassN,PfracBattery,PfracRTG,PfracSpanels,Planet,PropBlade,PropD,PropN,PropulsionN,rho_b,rho_s,RTGfuelfrac,RTGfueltype,tstart,tmission,Type,Tail_type,Winglet,Ult_n,Ult_s,Vm,Vt_S,Wing_AR,Wing_dhl,Wing_S,Wing_Sweep,Wing_TR,Wing_fin_S,Wing_fin_TR,Cruise_Alt,Min_Alt,Cruise_V,RoC_min_alt,RoC_max_alt,Accel,Wing_folding,Sensor_swath_width,Num_Folds,Season,D_shell,Area_coverage
448,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.117686189,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.031497288,16.34988224,1.487567455,0.704235169,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,2.731684597,4.00E+05
449,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.106131057,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.031766724,14.98790202,1.725155614,0.781078301,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,winter,4.345833484,4.00E+05
450,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.084354602,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.017240965,9.402985921,2.006977531,0.853315697,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,summer,4.078499911,4.00E+05
451,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.137435694,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.015125962,8.154328483,1.781423648,1.39487041,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,3.951013645,4.00E+05
452,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.101307723,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.021838918,14.56966446,1.471981103,1.173434292,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,2.125680527,4.00E+05
453,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.161980961,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.020535506,6.044269481,2.234552438,0.713333043,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,2.764332349,4.00E+05
454,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.059976552,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.021013828,7.310654396,2.387447298,0.982332289,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,4.451743216,4.00E+05
455,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.124185365,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.023896794,11.770169,2.78713896,0.732876955,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,summer,4.741904454,4.00E+05
456,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.112156183,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.008943608,12.96928571,2.713769433,1.390420049,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,summer,2.049113077,4.00E+05
457,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.061444768,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.008825423,16.77424961,1.468658689,0.469545814,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,3.495855214,4.00E+05
458,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.138534539,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.013487706,10.28031699,2.813564911,0.8636322,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,2.11093354,4.00E+05
459,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.163493363,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.013594679,12.46429446,1.983309366,1.237193824,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,4.525757746,4.00E+05
460,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.107631186,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.009087701,5.87263429,2.753404894,0.552212348,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,fall,3.631997702,4.00E+05
461,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.067584011,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.031707579,11.85236205,2.296351267,0.374590401,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,3.764935552,4.00E+05
462,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.111476856,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.011875091,15.84666484,2.779261575,1.010627954,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,4.563456091,4.00E+05
463,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.056382153,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.012967583,15.01996358,1.81368065,0.404155632,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,2.263653704,4.00E+05
464,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.098921206,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.028880444,15.5085367,2.104680456,1.126498217,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,3.145629742,4.00E+05
465,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.058080063,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.009411991,15.40561123,1.993739317,0.378655656,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,summer,4.997429855,4.00E+05
466,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.073284183,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.031847691,7.129996652,2.850938091,1.14453101,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,fall,3.052625039,4.00E+05
467,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.064820531,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.028832917,13.99724721,2.783103613,0.992681299,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,2.226153553,4.00E+05
468,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.141015758,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.018497962,7.650251802,2.023084725,0.672424492,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,fall,4.9240595,4.00E+05
469,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.125858099,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.029133835,9.113145339,1.932173074,0.942915537,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,4.001150072,4.00E+05
470,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.062854085,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.022079068,7.079758064,2.046699896,0.502974897,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,3.847096483,4.00E+05
471,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.121319265,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.023162613,7.147856792,2.215881077,0.622904943,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,3.309202589,4.00E+05
472,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.09043273,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.027509351,10.11225968,2.484040476,0.970509614,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,4.386004466,4.00E+05
473,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.13551721,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.023613199,8.384354854,1.827215835,1.11197266,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,3.240439999,4.00E+05
474,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.109197884,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.013893182,9.959227518,2.832212001,0.374745884,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,3.798653841,4.00E+05
475,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.112177696,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.01245883,9.890862226,1.746062438,0.648952873,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,4.950035315,4.00E+05
476,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.107344444,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.028696966,7.79200438,2.633687284,1.386513402,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,winter,3.922489202,4.00E+05
477,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.151934162,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.012480024,14.1347168,2.162734458,1.292365323,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,3.028616747,4.00E+05
478,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.162399225,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.027021295,16.50964266,1.824059951,0.777443662,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,fall,2.885962408,4.00E+05
479,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.099467973,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.010483566,16.45738691,1.755321307,0.619378366,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,2.187270464,4.00E+05
480,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.051138126,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.012288742,14.09262224,2.425088382,1.134246368,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,3.512228079,4.00E+05
481,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.061751428,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.013082807,16.33218498,1.939917871,0.965369806,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,2.399723435,4.00E+05
482,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.068294548,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.026340479,7.742002567,1.900452155,0.848304137,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,3.649727025,4.00E+05
483,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.134533527,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.020191025,6.899201357,2.521987013,0.478700367,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,2.21955271,4.00E+05
484,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.095854242,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.029719011,9.479196835,1.802372305,1.383000435,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,fall,4.066363746,4.00E+05
485,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.048359195,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.014610352,13.95946044,2.864933741,0.562556102,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,3.068487067,4.00E+05
486,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.056638678,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.011782635,14.2309127,1.468902079,0.98787384,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,4.966576255,4.00E+05
487,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.056942464,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.02040346,6.124245702,2.112912208,1.34074883,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,4.067480169,4.00E+05
488,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044627427,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.019790935,10.79002592,1.90159282,1.250651723,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,4.454068339,4.00E+05
489,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.140090477,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.01508326,12.80131878,2.775333672,1.33170678,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,summer,4.121705221,4.00E+05
490,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.14416081,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.008933043,6.674123932,2.452862295,0.791791566,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,3.274762004,4.00E+05
491,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.16586438,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.012646791,11.98335354,1.865055442,1.057908352,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,3.571074128,4.00E+05
492,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.108711931,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.031302105,7.916374698,2.184241908,0.7870293,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,fall,3.726296263,4.00E+05
493,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.100834555,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.011793332,7.748744731,2.4393428,1.324760851,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,2.657838242,4.00E+05
494,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.045181999,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.022412383,6.131171846,2.036815771,0.9730681,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,2.033175268,4.00E+05
495,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.151796634,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.031713714,14.56320367,2.055255682,0.413114796,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,2.316539611,4.00E+05
496,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.108621875,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.023501157,16.39151407,2.315114507,1.203517891,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,2.961171295,4.00E+05
497,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.084723009,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.031108338,6.473584082,2.191288666,1.257793515,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,3.03779069,4.00E+05
498,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169342219,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.029355369,12.10065897,2.179046074,0.699787335,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,4.914734315,4.00E+05
499,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.160510172,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.01636976,9.262850333,2.802411171,0.411518854,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,2.02960508,4.00E+05
500,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.083722871,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.011351577,14.8799574,1.954807822,1.29325023,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,3.851932317,4.00E+05
501,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.139344815,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.011678015,8.409300814,2.701882025,0.600827994,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,2.806791379,4.00E+05
502,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.048951489,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.023891769,9.391415723,2.343786936,1.182050528,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,2.781633865,4.00E+05
503,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.135555778,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.014128746,16.23220006,1.848087489,0.663001831,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,4.368049621,4.00E+05
504,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.099384395,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.02647043,10.68406944,1.504148869,0.376094682,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,4.885652552,4.00E+05
505,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.167832923,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.024958091,13.1482652,1.536817993,0.570983631,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,3.330387143,4.00E+05
506,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.047257961,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.013087579,11.00019379,2.828372921,0.825296969,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,3.897906888,4.00E+05
507,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.11893999,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.025385131,12.72851633,2.586261186,1.034775985,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,3.024644486,4.00E+05
508,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.105522567,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.030218722,8.961830643,1.726650909,1.147237449,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,2.629266125,4.00E+05
509,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.081378179,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.020082594,16.60910236,1.597765237,1.301401545,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,4.326673653,4.00E+05
510,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.094677859,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.025852706,10.08467244,2.73987427,1.343245521,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,3.868890072,4.00E+05
511,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.112860947,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.021688018,8.12439545,2.776209258,1.024877331,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,3.778351757,4.00E+05
512,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.053825809,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.009764221,5.327642906,1.567864741,0.533269483,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,2.183963557,4.00E+05
513,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.16848688,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.026824389,9.209592226,1.653459607,0.920924685,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,summer,3.493532681,4.00E+05
514,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.16439191,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.011184479,9.120394598,2.046966766,0.391191088,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,3.503443881,4.00E+05
515,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.059795859,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.015677168,9.708084998,1.527526977,0.615594946,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,4.154879575,4.00E+05
516,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.127512855,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.010732496,5.402107315,2.766033048,0.487990508,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,fall,3.962231364,4.00E+05
517,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.144551682,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.019223822,10.40294301,2.751008738,1.182605358,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,3.35000428,4.00E+05
518,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.089515455,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.012324625,15.92113783,2.282325445,0.416738233,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,4.889669902,4.00E+05
